prior_set,median,lcl,ucl,p_exceeds_one,p_exceeds_two
primary,-4.017472557961213e-4,-1.9583942820621734,1.9620278618057918,0.31692892156862745,0.045274509803921566
wider,-8.556543988091671e-4,-3.907574192922424,3.909328096713498,0.6158897058823529,0.3158529411764706
tighter,8.275215066798017e-4,-0.9816346278438131,0.9854248110464142,0.04633333333333333,5.882352941176471e-5
