species,species_group,article_classified,birdbase,birds_of_the_world,eubirds,hand_entered,partners_in_flight,peterjohn_2006,vickery_1999,analysis_class,include
black_tailed_waxbill,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_tailed_whistler,species,NA,forest; bamboo; woodland; shrub; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_tern,species,NA,artificial; coastal; wetlands_lakes_marsh,NA,reed; swamps; freshwater,NA,Wetlands:  Freshwater Marsh; Oceans:  Pelagic; Coasts:  Marine Waters,NA,NA,other,TRUE
black_thicket_fantail,species,NA,forest; shrub; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_thighed_falconet,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
black_thighed_grosbeak,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
black_thighed_puffleg,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_throated_accentor,species,NA,forest; shrub; artificial; riparian,NA,deciduous_forest; coniferous_forest; shrub,NA,NA,NA,NA,shrub,FALSE
black_throated_antbird,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
black_throated_antshrike,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_throated_apalis,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_babbler,species,NA,forest; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
black_throated_barbet,species,NA,woodland; shrub; desert,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_blue_warbler,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,Forests:  Boreal; Forests:  Temperate Eastern; Islands:  Terrestrial Habitats; Coasts:  Mangroves,NA,NA,shrub,FALSE
black_throated_bobwhite,species,NA,forest; woodland; shrub; savannah; artificial,NA,NA,NA,Forests:  Tropical Dry; Grasslands:  Tropical,NA,facultative,facultative,TRUE
black_throated_brilliant,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_canary,species,NA,forest; woodland; savannah; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_throated_coucal,species,NA,forest; grasslands; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_throated_finch,species,NA,forest; woodland; savannah; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_throated_flowerpiercer,species,NA,woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_gray_warbler,species,NA,NA,NA,NA,NA,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak; Forests:  Tropical Dry,NA,NA,forest,FALSE
black_throated_green_warbler,species,NA,forest; woodland; shrub; rocky_areas; wetlands_lakes_marsh,NA,NA,NA,Forests:  Boreal; Forests:  Temperate Eastern; Forests:  Tropical Montane Evergreen; Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
black_throated_grey_warbler,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
black_throated_grosbeak,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_throated_hermit,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_throated_honeyeater,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_throated_huet_huet,species,NA,forest; bamboo; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_jay,species,NA,forest; rocky_areas,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
black_throated_laughingthrush,species,NA,forest; bamboo; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_throated_magpie_jay,species,NA,forest; woodland,NA,NA,NA,Forests:  Tropical Dry,NA,NA,woodland,FALSE
black_throated_mango,species,NA,shrub; artificial,NA,NA,NA,Open Country:  Habitat Mosaic,NA,NA,facultative,TRUE
black_throated_munia,species,NA,shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_throated_parrotbill,species,NA,forest; bamboo; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_prinia,species,NA,forest; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_throated_robin,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_saltator,species,NA,shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_shrike_tanager,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
black_throated_shrikebill,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_throated_sparrow,species,NA,shrub; plains; desert,NA,NA,NA,Aridlands:  Desert Scrub,NA,NA,facultative,TRUE
black_throated_spinetail,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_sunbird,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_thistletail,species,NA,forest; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_throated_thrush,species,NA,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_tit,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_tody_tyrant,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
black_throated_toucanet,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
black_throated_trogon,species,NA,NA,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
black_throated_wattle_eye,species,NA,forest; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_throated_wren,species,NA,forest; shrub; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
black_throated_wren_babbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_thrush,species,NA,forest; woodland; artificial,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,woodland,FALSE
black_tinamou,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_tipped_cotinga,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
black_tipped_monarch,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_turnstone,species,NA,shrub; grasslands; rocky_areas; coastal,NA,NA,NA,Coasts:  Tundra; Tundra:  Arctic; Coasts:  Rocky Intertidal,NA,NA,facultative,TRUE
black_vented_oriole,species,NA,woodland; shrub; desert; artificial,NA,NA,NA,Forests:  Tropical Dry; Forests:  Mesoamerican Pine-Oak,NA,NA,shrub,FALSE
black_vented_shearwater,species,NA,shrub; coastal; pelagic,NA,NA,NA,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Oceans:  Pelagic,NA,NA,shrub,FALSE
black_vulture,species,NA,NA,NA,NA,NA,Open Country:  Habitat Mosaic; Open Country:  Developed/Disturbed,NA,facultative,facultative,TRUE
black_wheatear,species,NA,rocky_areas; artificial; coastal,NA,rocks,NA,NA,NA,NA,other,TRUE
black_whiskered_vireo,species,NA,forest; woodland; shrub; coastal; wetlands_lakes_marsh,NA,NA,NA,Coasts:  Mangroves; Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
black_winged_babbler,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_winged_bishop,species,NA,forest; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_winged_cuckooshrike,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
black_winged_flycatcher_shrike,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
black_winged_ground_dove,species,NA,woodland; shrub; grasslands; artificial,NA,NA,NA,NA,NA,obligate,obligate,TRUE
black_winged_kite,species,NA,woodland; shrub; grasslands; plains; artificial,NA,woodland; shrub; savanna; grassland; desert,NA,NA,NA,NA,facultative,TRUE
black_winged_lapwing,species,NA,savannah; grasslands; plains; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_winged_lory,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_winged_lovebird,species,NA,forest; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_winged_monarch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_winged_myna,species,NA,forest; woodland; savannah; grasslands; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_winged_oriole,species,NA,forest; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
black_winged_parrot,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
black_winged_petrel,species,NA,shrub; pelagic,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_winged_pratincole,species,NA,grasslands; artificial; riparian; wetlands_lakes_marsh,NA,grassland,NA,NA,NA,NA,obligate,TRUE
black_winged_saltator,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
black_winged_snowfinch,species,NA,grasslands; rocky_areas; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
black_winged_stilt,species,NA,artificial; riparian; coastal; wetlands_lakes_marsh,NA,freshwater,NA,NA,NA,NA,other,TRUE
black_winged_trumpeter,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
black_woodpecker,species,NA,forest; woodland; artificial; riparian,NA,deciduous_forest; coniferous_forest,NA,NA,NA,NA,woodland,FALSE
blackburnian_warbler,species,NA,forest; woodland; shrub,NA,NA,NA,Forests:  Boreal; Forests:  Temperate Eastern; Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
blackcap_babbler,species,NA,bamboo; woodland; shrub; grasslands; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
blackish_antbird,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blackish_blue_seedeater,species,NA,forest; bamboo; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
blackish_breasted_babbler,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
blackish_chat_tyrant,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blackish_cicadabird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blackish_cinclodes,species,NA,grasslands; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
blackish_grey_antshrike,species,NA,forest; woodland; shrub; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
blackish_headed_spinetail,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blackish_nightjar,species,NA,forest; shrub; rocky_areas; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blackish_oystercatcher,species,NA,coastal,NA,NA,NA,NA,NA,NA,other,TRUE
blackish_pewee,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blackish_rail,species,NA,artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
blackish_tapaculo,species,NA,forest; bamboo; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blackpoll_warbler,species,NA,forest; woodland,NA,NA,NA,Forests:  Boreal; Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
blacksmith_lapwing,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
blackstart,species,NA,shrub; rocky_areas; desert; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
blackthroat,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blakistons_eagle_owl,species,NA,forest; riparian; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
blanfords_lark,species,NA,shrub; grasslands; rocky_areas,NA,NA,NA,NA,NA,NA,facultative,TRUE
blanfords_rosefinch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blaze_winged_parakeet,species,NA,woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
bleating_camaroptera,species,NA,forest; woodland; shrub; savannah; desert; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
blond_crested_woodpecker,species,NA,forest; shrub; savannah; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
blood_colored_woodpecker,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
blood_pheasant,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blossom_headed_parakeet,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_and_black_tanager,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_and_gold_tanager,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
blue_and_white_flycatcher,species,NA,forest; woodland; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_and_white_kingfisher,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_and_white_mockingbird,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen; Forests:  Mesoamerican Pine-Oak,NA,NA,shrub,FALSE
blue_and_white_swallow,species,NA,grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,Open Country Aerial:  Habitat Mosaic; Open Country Aerial:  Developed/Disturbed,NA,NA,facultative,TRUE
blue_and_yellow_macaw,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
blue_and_yellow_tanager,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_backed_conebill,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_backed_manakin,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_backed_parrot,species,NA,forest; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_backed_tanager,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_banded_pitta,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_banded_toucanet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_bearded_bee_eater,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_bearded_helmetcrest,species,NA,grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_bellied_parrot,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_bellied_roller,species,NA,forest; woodland; savannah; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_billed_black_tyrant,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_billed_curassow,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_billed_duck,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
blue_billed_malimbe,species,NA,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_billed_teal,species,NA,artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
blue_bird_of_paradise,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_black_grassquit,species,NA,shrub; savannah; artificial,NA,NA,NA,Open Country:  Developed/Disturbed,NA,facultative; facultative,facultative,TRUE
blue_black_grosbeak,species,NA,forest; woodland; shrub; savannah; riparian; wetlands_lakes_marsh,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,facultative,TRUE
blue_black_kingfisher,species,NA,forest; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_breasted_bee_eater,species,NA,forest; shrub; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_breasted_blue_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_breasted_cordon_bleu,species,NA,woodland; shrub; savannah; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_breasted_fairywren,species,NA,woodland; shrub; rocky_areas; desert; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_breasted_kingfisher,species,NA,forest; woodland; savannah; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_breasted_parrot,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_browed_tanager,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_bunting,species,NA,forest; woodland; shrub,NA,NA,NA,Forests:  Tropical Dry,NA,NA,shrub,FALSE
blue_bustard,species,NA,grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_capped_cordon_bleu,species,NA,shrub; savannah; plains,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_capped_fruit_dove,species,NA,forest; woodland; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_capped_hummingbird,species,NA,NA,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
blue_capped_ifrit,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_capped_kingfisher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_capped_motmot,species,NA,forest; woodland; artificial; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
blue_capped_puffleg,species,NA,forest; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_capped_redstart,species,NA,forest; shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_capped_rock_thrush,species,NA,forest; bamboo; woodland; rocky_areas; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_capped_tanager,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_cheeked_amazon,species,NA,forest; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_cheeked_bee_eater,species,NA,woodland; savannah; plains; desert; artificial; riparian; coastal; wetlands_lakes_marsh,NA,shrub; grassland,NA,NA,NA,NA,facultative,TRUE
blue_chested_hummingbird,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
blue_chinned_barbet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_chinned_emerald,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_collared_parrot,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_cotinga,species,NA,forest; woodland,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
blue_coua,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_cowled_barbet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_crane,species,NA,grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_crowned_chlorophonia,species,NA,forest; shrub; artificial,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
blue_crowned_hanging_parrot,species,NA,forest; bamboo; woodland; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_crowned_laughingthrush,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_crowned_lorikeet,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_crowned_manakin,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
blue_crowned_parakeet,species,NA,woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_crowned_racquet_tail,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_crowned_trogon,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_cuckooshrike,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_dacnis,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
blue_diademed_motmot,species,NA,forest; woodland; artificial; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_duck,species,NA,forest; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_eared_barbet,species,NA,forest; bamboo; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_eared_kingfisher,species,NA,forest; bamboo; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_eared_lory,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_eared_pheasant,species,NA,forest; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_eyed_cockatoo,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_eyed_ground_dove,species,NA,shrub,NA,NA,NA,NA,NA,obligate,obligate,TRUE
blue_faced_honeyeater,species,NA,forest; woodland; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_faced_malkoha,species,NA,woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_faced_parrotfinch,species,NA,forest; bamboo; shrub; grasslands; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_faced_rail,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_finch,species,NA,shrub; grasslands,NA,NA,NA,NA,NA,obligate,obligate,TRUE
blue_footed_booby,species,NA,rocky_areas; coastal; pelagic,NA,NA,NA,Coasts:  Cliffs and Islands; Coasts:  Marine Waters,NA,NA,other,TRUE
blue_fronted_fig_parrot,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
blue_fronted_lancebill,species,NA,forest; shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_fronted_lorikeet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_fronted_parrotlet,species,NA,forest,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
blue_fronted_redstart,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_fronted_robin,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_fronted_warbling_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_gray_gnatcatcher,species,NA,NA,NA,NA,NA,Forests:  Generalist,NA,NA,forest,FALSE
blue_gray_tanager,species,NA,NA,NA,NA,NA,Open Country:  Habitat Mosaic; Open Country:  Developed/Disturbed,NA,NA,facultative,TRUE
blue_grey_gnatcatcher,species,NA,forest; woodland; shrub; savannah; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_grey_robin,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_grey_tanager,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_grosbeak,species,NA,forest; woodland; shrub; savannah; artificial; riparian,NA,NA,NA,Forests:  Temperate Eastern; Aridlands:  Desert Riparian; Open Country:  Habitat Mosaic,shrubland,NA,facultative,TRUE
blue_ground_dove,species,NA,forest; artificial; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
blue_headed_bee_eater,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_headed_coucal,species,NA,forest; savannah; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
blue_headed_fantail,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_headed_hummingbird,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
blue_headed_kingfisher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
blue_headed_macaw,species,NA,forest; artificial; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
