es_id,key,paper,source_sheet,bmp,treatment,control,response_var,species,species_key,species_group,analysis_class,response_metric,response_scale,survival_scale,link,baseline_survival,beta_is_derived,notes,conversion,effect_metric,xbar_e,xbar_c,yi,sei,n_total,label_type,guild,fire_excluded_original,non_grassland_class,in_primary_pool
md_1190,NMR6JN8N,Suarez et al. 1997,mean_diff,edge_and_shrub_habitat,Gradual edge,Abrupt edge,Daily percent predation rate (Dutch Creek),indigo_bunting,indigo_bunting,species,facultative,nest_success,count,daily_survival,,,,,log hazard ratio from arm survival,log_hazard_ratio,4.2,7.7,0.6245542913813553,0.01866687393956032,809,species,facultative_grassland,FALSE,FALSE,TRUE
md_1191,NMR6JN8N,Suarez et al. 1997,mean_diff,edge_and_shrub_habitat,Gradual edge,Abrupt edge,Daily percent predation rate (Trail of Tears),indigo_bunting,indigo_bunting,species,facultative,nest_success,count,daily_survival,,,,,log hazard ratio from arm survival,log_hazard_ratio,3.6,6.6,0.621804998998778,0.12955847168800047,281,species,facultative_grassland,FALSE,FALSE,TRUE
md_1192,NMR6JN8N,Suarez et al. 1997,mean_diff,edge_and_shrub_habitat,Gradual edge,Abrupt edge,Daily percent predation rate (Pine Hills),indigo_bunting,indigo_bunting,species,facultative,nest_success,count,daily_survival,,,,,log hazard ratio from arm survival,log_hazard_ratio,2.2,8.1,1.3342418189389882,0.10008554661550494,263,species,facultative_grassland,FALSE,FALSE,TRUE
md_1193,NMR6JN8N,Suarez et al. 1997,mean_diff,edge_and_shrub_habitat,Gradual edge,Abrupt edge,Daily percent predation rate (S. Ripple Hollow),indigo_bunting,indigo_bunting,species,facultative,nest_success,count,daily_survival,,,,,log hazard ratio from arm survival,log_hazard_ratio,3.6,2.5,-0.37028689991844654,0.17162268613423312,124,species,facultative_grassland,FALSE,FALSE,TRUE
md_1194,NMR6JN8N,Suarez et al. 1997,mean_diff,edge_and_shrub_habitat,Gradual edge,Abrupt edge,Daily percent predation rate (Section II),indigo_bunting,indigo_bunting,species,facultative,nest_success,count,daily_survival,,,,,log hazard ratio from arm survival,log_hazard_ratio,4.3,18.2,1.5196765707827156,0.40607462149032447,53,species,facultative_grassland,FALSE,FALSE,TRUE
md_1195,TY9UGHCS,Valentine et al. 2019,mean_diff,edge_and_shrub_habitat,Edge,Interior,abundance (birds/point),american_crow,american_crow,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.25,0.04,0.2995790128120121,0.581161819426892,4,species,facultative_grassland,FALSE,FALSE,TRUE
md_1196,TY9UGHCS,Valentine et al. 2019,mean_diff,edge_and_shrub_habitat,Edge,Interior,abundance (birds/point),blue_jay,blue_jay,species,woodland,abundance,count,,,,,,two group means,hedges_g,1.46,0.67,0.5315524564954015,0.6015389546784854,4,species,,FALSE,TRUE,FALSE
md_1197,TY9UGHCS,Valentine et al. 2019,mean_diff,edge_and_shrub_habitat,Edge,Interior,abundance (birds/point),common_grackle,common_grackle,species,facultative,abundance,count,,,,,,two group means,hedges_g,0,0.04,-0.1616244071283537,0.5742786069211937,4,species,facultative_grassland,FALSE,FALSE,TRUE
md_1198,GS4TG5A4,Augustine and Derner 2015,mean_diff,prescribed_fire,Recently burned patches,Unburned patches,density (birds/km^2),lark_bunting,lark_bunting,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,23.4633,76.2559,-3.55637509457289,1.047720141927473,9,species,obligate_grassland,FALSE,FALSE,TRUE
md_1199,GS4TG5A4,Augustine and Derner 2015,mean_diff,prescribed_fire,Recently burned patches,Unburned patches,density (birds/km^2),horned_lark,horned_lark,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,27.3795,31.49,-0.9617183175845022,0.6681655331115635,9,species,obligate_grassland,FALSE,FALSE,TRUE
md_1200,GS4TG5A4,Augustine and Derner 2015,mean_diff,prescribed_fire,Recently burned patches,Unburned patches,density (birds/km^2),western_meadowlark,western_meadowlark,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,3.8542,10.6659,-1.9529397442477503,0.7790694148139382,9,species,obligate_grassland,FALSE,FALSE,TRUE
md_1201,GS4TG5A4,Augustine and Derner 2015,mean_diff,prescribed_fire,Recently burned patches,Unburned patches,density (birds/km^2),mccowns_longspur,mccowns_longspur,species,obligate,abundance,count,,,,,Traced from plot; upper and lower error bars were not symmetrical for treatment,two group means,hedges_g,21.9008,8.4561,0.8589414665444515,0.6603404658061982,9,species,obligate_grassland,FALSE,FALSE,TRUE
md_1202,GS4TG5A4,Augustine and Derner 2015,mean_diff,prescribed_fire,Recently burned patches,Unburned patches,density (birds/km^2),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,0,6.5079,-1.888567094740846,0.7702018776647309,9,species,obligate_grassland,FALSE,FALSE,TRUE
md_1203,GS4TG5A4,Augustine and Derner 2015,mean_diff,prescribed_fire,Recently burned patches,Unburned patches,density (birds/km^2),mountain_plover,mountain_plover,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,6.4704,0,8.103696865423704,2.010818158497639,9,species,obligate_grassland,FALSE,FALSE,TRUE
md_1204,W9HAEBRV,Batáry et al. 2007,mean_diff,grazing_intensity,Extensively grazed pastures,Intensively grazed pastures,Number of territories,grassland_species,grassland_species,guild,facultative,abundance,count,,,,,"Traced from plot; extensive and intensive represent low and high grazing pressure, respectively",two group means,hedges_g,19.4113,10.1848,0.3589720535669599,0.30530667898183983,42,species,facultative_grassland,FALSE,FALSE,TRUE
md_1205,FE9EGUNZ,Bouvier et al. 2011,mean_diff,eliminate_pesticides,organic (2003),conventionional (2003),abundance,all_species,all_species,aggregate,,abundance,count,,,,,Traced from plot,two group means,hedges_g,43.5737,14.3705,3.851401942850966,1.033436785316778,10,community,,FALSE,FALSE,TRUE
md_1206,FE9EGUNZ,Bouvier et al. 2011,mean_diff,eliminate_pesticides,organic (2004),conventionional (2004),abundance,all_species,all_species,aggregate,,abundance,count,,,,,Traced from plot,two group means,hedges_g,49.0177,18.6303,3.0854080605007272,0.8957197597274549,10,community,,FALSE,FALSE,TRUE
md_1207,FE9EGUNZ,Bouvier et al. 2011,mean_diff,eliminate_pesticides,organic (2005),conventionional (2005),abundance,all_species,all_species,aggregate,,abundance,count,,,,,Traced from plot,two group means,hedges_g,45.2842,15.3408,3.1508884827520687,0.9070455636367164,10,community,,FALSE,FALSE,TRUE
md_1208,FE9EGUNZ,Bouvier et al. 2011,mean_diff,eliminate_pesticides,organic (2003),conventionional (2003),species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Traced from plot,two group means,hedges_g,23.2625,9.3184,4.853458689946856,1.2264296986485197,10,community,,FALSE,FALSE,TRUE
md_1209,FE9EGUNZ,Bouvier et al. 2011,mean_diff,eliminate_pesticides,organic (2004),conventionional (2004),species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Traced from plot,two group means,hedges_g,24.8281,10.1477,5.111123362673074,1.2776955210061558,10,community,,FALSE,FALSE,TRUE
md_1210,FE9EGUNZ,Bouvier et al. 2011,mean_diff,eliminate_pesticides,organic (2005),conventionional (2005),species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Traced from plot,two group means,hedges_g,22.7344,8.768,4.909279129078361,1.2374885136179188,10,community,,FALSE,FALSE,TRUE
md_1211,FE9EGUNZ,Bouvier et al. 2011,mean_diff,eliminate_pesticides,organic,conventionional,abundance,insectivores,insectivores,guild,other,abundance,count,,,,,Traced from plot,two group means,hedges_g,23.5516,7.133,5.561899340560108,1.3685989027842358,10,species,,FALSE,FALSE,TRUE
md_1212,FE9EGUNZ,Bouvier et al. 2011,mean_diff,eliminate_pesticides,organic,conventionional,abundance,granivores,granivores,guild,other,abundance,count,,,,,Traced from plot,two group means,hedges_g,13.2724,7.0647,1.8535775682059268,0.7057720829303724,10,species,,FALSE,FALSE,TRUE
md_1218,QX25INTP,Buckley et al. 2022,mean_diff,rotational_grazing,Rotational grazing,Pre-treatment,Percent nest_success,red_winged_blackbird,red_winged_blackbird,species,facultative,nest_success,count,period_survival,,,,Traced from plot,log hazard ratio from arm survival,log_hazard_ratio,27.7012,60.5786,-0.9404354243716664,0.21743195089724335,32,species,facultative_grassland,FALSE,FALSE,TRUE
md_1219,QX25INTP,Buckley et al. 2022,mean_diff,rotational_grazing,Rotational grazing,Pre-treatment,Percent nest_success,field_sparrow,field_sparrow,species,facultative,nest_success,count,period_survival,,,,Traced from plot,log hazard ratio from arm survival,log_hazard_ratio,42.9747,49.0299,-0.16969762743285227,0.2217906721343044,97,species,facultative_grassland,FALSE,FALSE,TRUE
md_1220,QX25INTP,Buckley et al. 2022,mean_diff,rotational_grazing,Rotational grazing,Pre-treatment,Percent nest_success,indigo_bunting,indigo_bunting,species,facultative,nest_success,count,period_survival,,,,Traced from plot,log hazard ratio from arm survival,log_hazard_ratio,26.4236,21.7283,0.13714841953690937,0.22928013898139316,21,species,facultative_grassland,FALSE,FALSE,TRUE
md_1223,2WJYSYDE,Cassidy and Kleppel 2017,mean_diff,rotational_grazing,Holistic resource managment,Continuous grazing,abundance,grassland_obligates,grassland_obligates,guild,obligate,abundance,count,,,,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",two group means,hedges_g,2.1172,0.4183,1.2054818394123905,0.5807432208269492,17,species,obligate_grassland,FALSE,FALSE,TRUE
md_1224,2WJYSYDE,Cassidy and Kleppel 2017,mean_diff,rotational_grazing,Holistic resource managment,Continuous grazing,abundance,savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",two group means,hedges_g,1.1444,0.1636,1.182199496360082,0.5793338109740042,17,species,obligate_grassland,FALSE,FALSE,TRUE
md_1225,2WJYSYDE,Cassidy and Kleppel 2017,mean_diff,rotational_grazing,Holistic resource managment,Continuous grazing,abundance,bobolink,bobolink,species,obligate,abundance,count,,,,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",two group means,hedges_g,0.9003,0.2533,0.5426865928099135,0.5506214051923023,17,species,obligate_grassland,FALSE,FALSE,TRUE
md_1226,2WJYSYDE,Cassidy and Kleppel 2017,mean_diff,rotational_grazing,Holistic resource managment,Continuous grazing,abundance,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",two group means,hedges_g,0.0685,0,0.2926110316377234,0.5450139275317707,17,species,obligate_grassland,FALSE,FALSE,TRUE
md_1227,2WJYSYDE,Cassidy and Kleppel 2017,mean_diff,rotational_grazing,Holistic resource managment,Continuous grazing,abundance,killdeer,killdeer,species,facultative,abundance,count,,,,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",two group means,hedges_g,0,0.2511,-2.0576332355481344,0.6473384303783227,17,species,facultative_grassland,FALSE,FALSE,TRUE
md_1228,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),dickcissel,dickcissel,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,198.6758,135.9061,0.8975960547640767,0.6054838369869738,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_1229,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,40.7762,62.3401,-0.5809083203327595,0.5858322855627351,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_1230,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,27.6634,0,2.067985974125039,0.7349524082789041,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_1231,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),bobolink,bobolink,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,0,25.7435,-1.6839163698982236,0.6841823295121171,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_1232,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,24.0903,31.1895,-0.4041255608907502,0.5783533663983722,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_1233,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,19.4383,34.1796,-0.5224546837650395,0.5830734840527975,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_1234,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),sedge_wren,sedge_wren,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,20.7906,7.1473,1.131501209598558,0.6247731527060174,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_1235,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,7.9506,8.2266,-0.03912726965087873,0.571317153722504,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_1236,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),northern_bobwhite,northern_bobwhite,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,9.3031,7.1227,0.16709297807606546,0.572470738240989,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_1237,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),meadowlark_spp,meadowlark_spp,guild,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,7.38,6.5642,0.1497628925135419,0.5722308879943198,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_1238,ECUBV53L,Delisle and Savidge 1997,mean_diff,plant_nwsg,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),ring_necked_pheasant,ring_necked_pheasant,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,6.2756,3.8224,0.4830536938350414,0.5813723303808417,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_1239,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season patch-burning,season long grazing (no fire),shannon diversity,all_species,all_species,aggregate,,species_richness,diversity,,,,,Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval,two group means,hedges_g,1.4998,1.5192,-0.21320747190829112,0.617181434246234,8,community,,FALSE,FALSE,TRUE
md_1240,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),shannon diversity,all_species,all_species,aggregate,,species_richness,diversity,,,,,Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval,two group means,hedges_g,1.5697,1.5192,0.5375986785004845,0.6293926475926891,8,community,,FALSE,FALSE,TRUE
md_1241,ZXCUY5K9,Duquette et al. 2022,mean_diff,rotational_grazing,modified twice-over rest rotation,season long grazing,shannon diversity,all_species,all_species,aggregate,,species_richness,diversity,,,,,Traced from plot; treatment: variably stocked paddocks,two group means,hedges_g,1.35,1.5192,-1.7034209103666138,0.7479468620935127,8,community,,FALSE,FALSE,TRUE
md_1242,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season patch-burning,season long grazing (no fire),density (individuals/ha),bobolink,bobolink,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.8394,0.8002,0.1290199457700498,0.6157208927743153,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1243,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),density (individuals/ha),bobolink,bobolink,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.488,0.8002,-1.223582644596788,0.6867634157104596,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1244,ZXCUY5K9,Duquette et al. 2022,mean_diff,rotational_grazing,modified twice-over rest rotation,season long grazing,density (individuals/ha),bobolink,bobolink,species,obligate,abundance,count,,,,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.7995,0.8002,-0.00225920139898719,0.6148757213029542,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1245,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season patch-burning,season long grazing (no fire),density (individuals/ha),chestnut_collared_longspur,chestnut_collared_longspur,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.5098,0.1495,2.3454344155564844,0.8496400685014758,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1246,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),density (individuals/ha),chestnut_collared_longspur,chestnut_collared_longspur,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.2997,0.1495,1.3207361423876118,0.6979207197178273,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1247,ZXCUY5K9,Duquette et al. 2022,mean_diff,rotational_grazing,modified twice-over rest rotation,season long grazing,density (individuals/ha),chestnut_collared_longspur,chestnut_collared_longspur,species,obligate,abundance,count,,,,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.666,0.1495,6.917116257679446,1.8353413623326928,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1248,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season patch-burning,season long grazing (no fire),density (individuals/ha),clay_colored_sparrow,clay_colored_sparrow,species,facultative,abundance,count,,,,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,1.4132,2.543,-1.990067280555529,0.7909455227570975,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_1249,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),density (individuals/ha),clay_colored_sparrow,clay_colored_sparrow,species,facultative,abundance,count,,,,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,1.1114,2.543,-2.643019664693899,0.902590102369735,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_1250,ZXCUY5K9,Duquette et al. 2022,mean_diff,rotational_grazing,modified twice-over rest rotation,season long grazing,density (individuals/ha),clay_colored_sparrow,clay_colored_sparrow,species,facultative,abundance,count,,,,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,3.7343,2.543,1.405127614124585,0.7081460367726834,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_1251,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season patch-burning,season long grazing (no fire),density (individuals/ha),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,1.459,1.3504,0.3286601358856533,0.6203409759607346,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1252,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),density (individuals/ha),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,1.3139,1.3504,-0.11586254575809408,0.6155573423676627,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1253,ZXCUY5K9,Duquette et al. 2022,mean_diff,rotational_grazing,modified twice-over rest rotation,season long grazing,density (individuals/ha),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.7429,1.3504,-2.190492812058716,0.8233850898142676,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1254,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season patch-burning,season long grazing (no fire),density (individuals/ha),savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.8375,0.7473,0.33172085669445234,0.6204427887172793,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1255,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),density (individuals/ha),savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.6394,0.7473,-0.4402227391396904,0.6246471703304766,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1256,ZXCUY5K9,Duquette et al. 2022,mean_diff,rotational_grazing,modified twice-over rest rotation,season long grazing,density (individuals/ha),savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.8394,0.7473,0.32736510553680187,0.6202981768219122,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1257,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season patch-burning,season long grazing (no fire),density (individuals/ha),western_meadowlark,western_meadowlark,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,2.6681,2.7893,-0.05122706993299855,0.6150088185886144,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1258,ZXCUY5K9,Duquette et al. 2022,mean_diff,prescribed_fire,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),density (individuals/ha),western_meadowlark,western_meadowlark,species,obligate,abundance,count,,,,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,2.9795,2.7893,0.07644016042619552,0.6151723557518389,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1259,ZXCUY5K9,Duquette et al. 2022,mean_diff,rotational_grazing,modified twice-over rest rotation,season long grazing,density (individuals/ha),western_meadowlark,western_meadowlark,species,obligate,abundance,count,,,,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",two group means,hedges_g,0.9988,2.7893,-0.9751482916262656,0.6614408292241603,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_1260,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,0.9466,1.6972,-1.0784786879753196,0.5766167245144388,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_1261,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),dickcissel,dickcissel,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,0.7974,0.5106,0.4266818918587514,0.5400086991651709,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_1262,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Traced from plot,two group means,hedges_g,0.4538,0.511,-0.17813594859545476,0.5341777350719858,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_1263,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,0.0552,0.1199,-0.4191312944572811,0.5397622582107606,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_1264,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),killdeer,killdeer,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,0.0108,0.0879,-0.9432827135088128,0.5666550363368436,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_1265,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),common_nighthawk,common_nighthawk,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,0.0312,0.0684,-0.33037565909993566,0.5371885191851101,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_1266,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,0.0765,0.0789,-0.01810208506652999,0.5329515195595904,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_1268,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),lark_sparrow,lark_sparrow,species,facultative,abundance,count,,,,,Traced from plot,two group means,hedges_g,0.1123,0.0224,0.5533307466844495,0.5447760611237294,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_1269,5LF5W5A9,Glass and Eichholz 2023,mean_diff,prescribed_fire,Sites burned that year or the previous year,Unburned sites,nest density (nests/ha),dickcissel,dickcissel,species,obligate,abundance,count,,,,,Traced from plot; Sample size is sites and years,two group means,hedges_g,1.3164,0.2374,2.122579374410505,0.6344292213671135,40,species,obligate_grassland,TRUE,FALSE,TRUE
