es_id,key,paper,region,source_sheet,bmp,treatment,control,response_var,species,species_key,species_group,analysis_class,response_metric,response_scale,survival_scale,link,baseline_survival,beta_is_derived,notes,species_include,treatment_control_flag,response_flag,sign,conversion,effect_metric,xbar_e,xbar_c,yi,sei,n_total
md_0345,YD99BG64,Duchardt et al. 2016,other,mean_diff,manage_in_patches,patch-burn graze,graze-and-burn,density,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,"Four pastures, but between 3 and 9 transects per treatment",TRUE,apples,0,1,two group means,hedges_g,0.625,0.775,-0.5341204001165596,0.6292075343336134,8
md_0346,YD99BG64,Duchardt et al. 2016,other,mean_diff,manage_in_patches,patch-burn graze,graze-and-burn,density,common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,"Four pastures, but between 3 and 9 transects per treatment",TRUE,apples,0,1,two group means,hedges_g,0.176,0.256,-0.6244623454188782,0.6343846703312361,8
md_0347,YD99BG64,Duchardt et al. 2016,other,mean_diff,manage_in_patches,patch-burn graze,graze-and-burn,density,northern_bobwhite,northern_bobwhite,species,facultative,abundance,count,,,,,"Four pastures, but between 3 and 9 transects per treatment",TRUE,apples,0,1,two group means,hedges_g,0.038,0.073,-0.3846653232781424,0.6223502203998048,8
md_0348,YD99BG64,Duchardt et al. 2016,other,mean_diff,manage_in_patches,patch-burn graze,graze-and-burn,density,eastern_bluebird,eastern_bluebird,species,facultative,abundance,count,,,,,"Four pastures, but between 3 and 9 transects per treatment",TRUE,apples,0,1,two group means,hedges_g,0.028,0.045,-0.43403233616304165,0.6243763592182122,8
md_0349,YD99BG64,Duchardt et al. 2016,other,mean_diff,manage_in_patches,patch-burn graze,graze-and-burn,density,loggerhead_shrike,loggerhead_shrike,species,facultative,abundance,count,,,,,"Four pastures, but between 3 and 9 transects per treatment",TRUE,apples,0,1,two group means,hedges_g,0,0.079,-1.7348271960787964,0.7524449622160461,8
md_0350,DS5EPZ93,Eggebo et al. 2003,great_plains,mean_diff,plant_nwsg,Old NWSG field (planted 10-13 years prior),Old CSG fields (planted 10-13 years prior),crowing counts (male count),ring_necked_pheasant,ring_necked_pheasant,species,facultative,abundance,count,,,,,Crowing counts of males,TRUE,apples,0,1,two group means,hedges_g,7.5,13.9,-0.6574200161031475,0.4493380425467687,20
md_0351,DS5EPZ93,Eggebo et al. 2003,great_plains,mean_diff,plant_nwsg,New NWSG field (planted 1-3 years prior),New CSG fields (planted 1-3 years prior),crowing counts (male count),ring_necked_pheasant,ring_necked_pheasant,species,facultative,abundance,count,,,,,Crowing counts of males,TRUE,apples,0,1,two group means,hedges_g,4.9,5.3,-0.12084771467340531,0.4317870146600252,21
md_0352,N8CXRDSX,Evans et al. 2014,southeast_us,mean_diff,provide_overwintering_habitat,buffered,non-buffered,species_richness - 2007,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,Should this also be edge and shrub (buffered)?,TRUE,apples,0,1,two group means,hedges_g,5.687,5.571,0.03199277920698003,0.1337871287360113,222
md_0353,N8CXRDSX,Evans et al. 2014,southeast_us,mean_diff,plant_nwsg,buffered,non-buffered,species_richness - 2007,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,Should this also be edge and shrub (buffered)?,TRUE,apples,0,1,two group means,hedges_g,5.687,5.571,0.03199277920698003,0.1337871287360113,222
md_0354,N8CXRDSX,Evans et al. 2014,southeast_us,mean_diff,edge_and_shrub_habitat,buffered,non-buffered,species_richness - 2007,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,Should this also be edge and shrub (buffered)?,TRUE,apples,0,1,two group means,hedges_g,5.687,5.571,0.03199277920698003,0.1337871287360113,222
md_0355,N8CXRDSX,Evans et al. 2014,southeast_us,mean_diff,provide_overwintering_habitat,buffered,non-buffered,species_richness - 2008,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,5.338,4.142,0.2849552290957375,0.13446029996761183,222
md_0356,N8CXRDSX,Evans et al. 2014,southeast_us,mean_diff,plant_nwsg,buffered,non-buffered,species_richness - 2008,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,5.338,4.142,0.2849552290957375,0.13446029996761183,222
md_0357,N8CXRDSX,Evans et al. 2014,southeast_us,mean_diff,edge_and_shrub_habitat,buffered,non-buffered,species_richness - 2008,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,5.338,4.142,0.2849552290957375,0.13446029996761183,222
md_0358,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Is this control adequate for a plant nwsg test?; Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,6.7,6.5,0.20530341427925602,0.4295455748307573,20
md_0359,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),density (male/ha),sedge_wren,sedge_wren,species,obligate,abundance,count,,,,,Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,0.79,0.6,0.4012157600044584,0.43298962540771874,20
md_0360,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),density (male/ha),common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,2.68,1.04,0.7003786090891713,0.4424013092889303,20
md_0361,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),density (male/ha),savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,0.07,0.67,-1.25562838432684,0.4720918655802051,20
md_0362,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),density (male/ha),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,0.08,0.32,-1.3136148786526123,0.4760202356982901,20
md_0363,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),density (male/ha),dickcissel,dickcissel,species,obligate,abundance,count,,,,,Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,0.38,0.29,0.49365591241323314,0.43537118365290467,20
md_0364,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),density (male/ha),bobolink,bobolink,species,obligate,abundance,count,,,,,Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,1.62,1.46,0.1459658266477712,0.4289385901531149,20
md_0365,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),density (male/ha),red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,0.68,0.97,-0.8600735854048214,0.44938716922782224,20
md_0366,VAP55SP2,Fletcher and Koford 2002,other,mean_diff,plant_nwsg,Native prairie,restored grassland (CSG and WSG mix),density (male/ha),american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,Treatment is defined here as the native prairie,TRUE,apples,0,1,two group means,hedges_g,0.2,0.07,0.5137553743513714,0.43595215124562775,20
md_0367,DDEKX9E9,Gehlbach 1994,great_plains,mean_diff,install_nest_boxes,nest box,natural nest,successful nests (%),eastern_screech_owl,eastern_screech_owl,species,woodland,nest_success,count,period_survival,,,,,FALSE,apples,0,1,log hazard ratio from arm survival,log_hazard_ratio,67.8,81.1,-0.6179083420543882,0.4858248417881438,10
md_0368,KHQAUEP3,Genghini et al. 2006,europe,mean_diff,eliminate_pesticides,Organic farm,Conventional,density,all_species,all_species,aggregate,,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,2.77,1.75,0.570689424470249,0.3241448655678405,41
md_0369,KHQAUEP3,Genghini et al. 2006,europe,mean_diff,eliminate_pesticides,Organic farm,Conventional,shannon diversity,all_species,all_species,aggregate,,species_richness,diversity,,,,,Alpha diversity expressed as shannon diversity,TRUE,apples,0,1,two group means,hedges_g,0.68,0.4,1.1612192341199785,0.3428445389740588,41
md_0370,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,11.1,7.1,1.0622363027154669,0.32420795719946555,42
md_0371,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,fledge_rate (number fledged/number eggs),all_species,all_species,aggregate,,nest_success,count,period_survival,identity,,,Treatment is defined as NWSG; sample size is the number of nests; Review: Two-way randomized block analysis of variance,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,0.7,0.48,0.7216421861057112,0.49090523097248573,168
md_0372,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,depredation_rate,all_species,all_species,aggregate,,nest_success,count,period_survival,identity,,,May want to choose either fledge rate *or* depredation rate; Treatment is defined as NWSG; sample size is the number of nests; Review: Two-way randomized block analysis of variance,TRUE,apples,0,-1,log hazard ratio from arm survival,log_hazard_ratio,0.31,0.35,0.1492305924260683,0.5292356329429394,168
md_0373,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,all_species,all_species,aggregate,,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,11.6,7.1,0.845003804481712,0.31650984761900686,42
md_0374,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,bobolink,bobolink,species,obligate,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,0.19,0.04,0.2969040726299786,0.3045119675594025,42
md_0375,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,1.06,0.61,1.0017502836401506,0.3219077216733957,42
md_0376,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,0.56,0.46,0.08054929498586774,0.30291145541619313,42
md_0377,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,song_sparrow,song_sparrow,species,facultative,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,0.96,0.17,0.6381485013601547,0.3106865421155339,42
md_0378,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,field_sparrow,field_sparrow,species,facultative,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,0.72,0.18,0.6010501701840903,0.3098045179209122,42
md_0379,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,0.31,0.2,0.2658126734533634,0.3041697828970892,42
md_0380,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,1.86,2.68,-0.36077865073312776,0.305332029089412,42
md_0381,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,0.31,0.05,0.42693987042933496,0.30634634245753983,42
md_0382,LU5JZP88,Giuliano and Daves 2002,other,mean_diff,plant_nwsg,NWSG,CSG,abundance,common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),TRUE,apples,0,1,two group means,hedges_g,0.29,0.06,0.5505549468143611,0.3086852292889223,42
md_0383,9VXKLDSA,Gowdy et al. 2022,great_plains,mean_diff,plant_nwsg,pre-restoration,post-restoration,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,3.42,1.87,-3.2264555131496437,0.4924894139790114,38
md_0384,9VXKLDSA,Gowdy et al. 2022,great_plains,mean_diff,plant_nwsg,pre-restoration,post-restoration,relative abundance,all_species,all_species,aggregate,,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,9.36,3.08,-10.84263625882322,1.2854767106828087,38
md_0385,JFJNVKAK,Grahmann et al. 2018,great_plains,mean_diff,prescribed_fire,Patch-burn grazed fields,Grazed fields,density,northern_bobwhite,northern_bobwhite,species,facultative,abundance,count,,,,,Might want to think on whether this is a straightforward test of prescribed_fire,TRUE,apples,0,1,two group means,hedges_g,2.9,2.6,0.21949179417067866,0.5766738187298179,4
md_0386,M8T4QVJ5,Grueebler et al. 2012,europe,mean_diff,delay_hay,Late mowed fields,Early mowed fields,nest survival probability,whinchat,whinchat,species,obligate,nest_success,count,period_survival,identity,,,"Unsure of link term, but it is likely logit",TRUE,apples,0,1,log hazard ratio from arm survival,log_hazard_ratio,0.701,0.085,1.9371748598865732,0.12197134741182211,52
md_0387,3J65GCSW,Harrison et al. 2010,other,mean_diff,reduce_grazing_intensity,Moderate intensity grazing,High intensity grazing,abundance,western_meadowlark,western_meadowlark,species,obligate,abundance,count,,,,,Estimates represent betas,TRUE,apples,0,1,two group means,hedges_g,-1.63,-0.14,-1.5816559797411842,0.8312249477051104,5
md_0388,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),ring_necked_pheasant,ring_necked_pheasant,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,5.6,9.4,-0.2924954203356787,0.4696152028498616,20
md_0389,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),barn_swallow,barn_swallow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,39.3,64.7,-0.3915846842108416,0.4714160196657466,20
md_0390,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),cliff_swallow,cliff_swallow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,49.7,6.4,1.35640838340484,0.5141942162637152,20
md_0391,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),sedge_wren,sedge_wren,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,10.6,17.5,-0.3185626961076742,0.4700389922746492,20
md_0392,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,112.2,94,0.2672474135644064,0.4692388826346391,20
md_0393,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha) - 2001,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,2.2,1.4,0.205798179450845,0.4684638958782363,20
md_0394,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha) - 2002,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,4.8,6.7,-0.20212023518488426,0.4684238617017314,20
md_0395,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,428,592.3,-1.0789363053523395,0.4974959178224148,20
md_0396,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),indigo_bunting,indigo_bunting,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.9,3.6,-0.258186674476897,0.46911204253005373,20
md_0397,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),dickcissel,dickcissel,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,103.3,76.7,0.43137952403120594,0.4722836084585381,20
md_0398,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,3.6,6.5,-0.37020434383063466,0.47098394970482776,20
md_0399,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),song_sparrow,song_sparrow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,93.5,63,0.7160018704475855,0.48084931780849394,20
md_0400,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,8.6,7.3,1.1478025650737194,0.5013340878940192,20
md_0401,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),ring_necked_pheasant,ring_necked_pheasant,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,5.2,0.9,0.6614260837993176,0.5335422871634032,13
md_0402,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),barn_swallow,barn_swallow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,35,24.4,0.3394730077588477,0.5217982639815144,13
md_0403,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),cliff_swallow,cliff_swallow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,6.9,0.7,0.6800087067531624,0.5344400036094735,13
md_0404,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),sedge_wren,sedge_wren,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,4.1,1.3,0.49205709875039316,0.5264535702035253,13
md_0405,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,30.6,17.7,0.6107781643824269,0.5312147609574719,13
md_0406,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha) - 2001,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0,0,,,13
md_0407,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha) - 2002,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.4,4.1,-0.2782558648431257,0.5204027116263658,13
md_0408,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,65.7,27.6,1.123464474997575,0.5624821241341438,13
md_0409,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),indigo_bunting,indigo_bunting,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,9.5,4.7,0.5138152742767734,0.5272524336570911,13
md_0410,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),dickcissel,dickcissel,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,8,10.6,-0.24877766167974125,0.5198282829491787,13
md_0411,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,5.6,3.2,0.26298998622960285,0.5200972891794596,13
md_0412,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),song_sparrow,song_sparrow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,43.4,18.1,1.106411613830781,0.5611805506755713,13
md_0413,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,plant_nwsg,WSG wooded riparian filter strips,CSG wooded riparian filter strips,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,6.4,5.8,0.31379751984335164,0.521179730408669,13
md_0414,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),ring_necked_pheasant,ring_necked_pheasant,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.9,9.4,-0.6706375552996401,0.47921129759140685,20
md_0415,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),barn_swallow,barn_swallow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,24.4,64.7,-0.6193071907714557,0.47748103039630146,20
md_0416,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),cliff_swallow,cliff_swallow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.7,6.4,-0.6564074601440346,0.4787184645677473,20
md_0417,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),sedge_wren,sedge_wren,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.3,17.5,-0.7856362625291838,0.4835599320661334,20
md_0418,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,17.7,94,-1.2288304227750668,0.5061128378861988,20
md_0419,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha) - 2001,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0,1.4,-0.42167626671518293,0.4720644779291853,20
md_0420,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha) - 2002,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,4.1,6.7,-0.2765855849898416,0.46937414619936974,20
md_0421,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,27.6,592.3,-4.27926443509992,0.8223151476852162,20
md_0422,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),indigo_bunting,indigo_bunting,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,4.7,3.6,0.15649805573073644,0.4679870623328924,20
md_0423,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),dickcissel,dickcissel,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,10.6,76.7,-1.2013745284723794,0.504462207123922,20
md_0424,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,3.2,6.5,-0.38902536053707115,0.47136304241349675,20
md_0425,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),song_sparrow,song_sparrow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,18.1,63,-1.1713475947468368,0.5026937230240328,20
md_0426,9HH6YMIM,Henningsen and Best 2005,other,mean_diff,edge_and_shrub_habitat,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,5.8,7.3,-0.9556252216091468,0.4911517978987466,20
