species,primary_habitat,habitat
collared_whitestart,Forest,forest; shrub; grasslands
paria_whitestart,Forest,forest; artificial
white_faced_whitestart,Forest,forest
guaiquinima_whitestart,Forest,forest
tepui_whitestart,Forest,forest; shrub
dusky_faced_tanager,Shrub,woodland; shrub; riparian
olive_backed_tanager,Forest,forest; shrub
olive_green_tanager,Forest,forest
red_billed_pied_tanager,Forest,forest
flame_colored_tanager,Forest,forest; woodland; artificial
tooth_billed_tanager,Woodland,forest; woodland; shrub
red_tanager,Woodland,forest; woodland; shrub; savannah; riparian
hepatic_tanager,Woodland,forest; woodland; shrub; savannah
summer_tanager,Forest,forest; woodland; artificial; riparian
rose_throated_tanager,Shrub,forest; shrub
scarlet_tanager,Forest,forest; woodland; artificial
western_tanager,Woodland,forest; woodland; shrub; desert; artificial
white_winged_tanager,Forest,forest; shrub; artificial
red_headed_tanager,Forest,forest; woodland; shrub; riparian
red_hooded_tanager,Forest,forest; shrub
red_crowned_ant_tanager,Forest,forest; woodland; riparian
red_throated_ant_tanager,Forest,forest; woodland; shrub; wetlands_lakes_marsh
black_cheeked_ant_tanager,Forest,forest; woodland; riparian; coastal
sooty_ant_tanager,Forest,forest; woodland; riparian
crested_ant_tanager,Forest,forest; shrub; grasslands; riparian
carmiols_tanager,Forest,forest; riparian
yellow_lored_tanager,Forest,forest; riparian
lemon_spectacled_tanager,Forest,forest; woodland; riparian
ochre_breasted_tanager,Forest,forest; shrub
yellow_grosbeak,Forest,forest; woodland; shrub; artificial
black_thighed_grosbeak,Forest,forest; shrub
golden_grosbeak,Forest,forest; woodland; shrub; artificial
black_backed_grosbeak,Woodland,forest; woodland; shrub; artificial
rose_breasted_grosbeak,Forest,forest; woodland; shrub; artificial; riparian
black_headed_grosbeak,Forest,forest; woodland; shrub; artificial; riparian
red_breasted_chat,Forest,forest; shrub
tres_marias_chat,Woodland,woodland; shrub
grey_throated_chat,Forest,forest; shrub
rose_breasted_chat,Forest,forest; woodland; shrub; riparian
rose_bellied_chat,Forest,forest
northern_cardinal,Shrub,forest; shrub
vermilion_cardinal,Shrub,shrub; desert
pyrrhuloxia,Shrub,shrub; desert; riparian
black_faced_grosbeak,Forest,forest; shrub
yellow_green_grosbeak,Forest,forest
crimson_collared_grosbeak,Forest,forest; woodland; shrub; riparian
red_and_black_grosbeak,Forest,forest
blue_seedeater,Forest,forest; bamboo; shrub
slate_blue_seedeater,Forest,forest; woodland
ecuadorian_seedeater,Forest,forest; bamboo; woodland
blackish_blue_seedeater,Forest,forest; bamboo; woodland
carrizal_seedeater,Woodland,bamboo; woodland
dickcissel,Grassland,shrub; savannah; grasslands; artificial
glaucous_blue_grosbeak,Shrub,woodland; shrub; riparian
blue_black_grosbeak,Forest,forest; woodland; shrub; savannah; riparian; wetlands_lakes_marsh
amazonian_grosbeak,Forest,forest; shrub
ultramarine_grosbeak,Shrub,woodland; shrub; plains
blue_bunting,Forest,forest; woodland; shrub
blue_grosbeak,Woodland,forest; woodland; shrub; savannah; artificial; riparian
indigo_bunting,Shrub,woodland; shrub; savannah; artificial; riparian; wetlands_lakes_marsh
lazuli_bunting,Shrub,forest; woodland; shrub
varied_bunting,Woodland,woodland; shrub
painted_bunting,Shrub,shrub; grasslands; riparian
rose_bellied_bunting,Forest,forest; woodland; shrub
orange_breasted_bunting,Forest,forest; woodland; shrub
plushcap,Forest,forest; bamboo
coalcrest,Shrub,shrub; savannah
brown_tanager,Forest,forest; woodland
yellow_shouldered_grosbeak,Forest,forest
hooded_tanager,Forest,forest; woodland; shrub; artificial; riparian; coastal
cherry_throated_tanager,Forest,forest
blue_backed_tanager,Forest,forest
white_capped_tanager,Forest,forest; woodland
scarlet_throated_tanager,Riparian,woodland; riparian
black_masked_finch,Shrub,shrub; grasslands
great_pampa_finch,Grassland,shrub; grasslands; wetlands_lakes_marsh
pale_throated_pampa_finch,Shrub,woodland; shrub; savannah; rocky_areas
lesser_grass_finch,Wetland,grasslands; wetlands_lakes_marsh
wedge_tailed_grass_finch,Grassland,savannah; grasslands
duida_grass_finch,Grassland,grasslands
great_inca_finch,Shrub,shrub
rufous_backed_inca_finch,Shrub,shrub
grey_winged_inca_finch,Shrub,shrub; desert
buff_bridled_inca_finch,Shrub,shrub; desert
little_inca_finch,Shrub,shrub; desert
mourning_sierra_finch,Plains,forest; shrub; grasslands; plains; artificial
blue_finch,Shrub,shrub; grasslands
band_tailed_sierra_finch,Shrub,shrub; grasslands; rocky_areas
carbon_sierra_finch,Shrub,shrub
green_honeycreeper,Forest,forest; woodland; shrub; riparian
golden_collared_honeycreeper,Forest,forest; woodland; shrub
scarlet_and_white_tanager,Forest,forest; shrub
black_and_yellow_tanager,Forest,forest; shrub
sulphur_rumped_tanager,Forest,forest; woodland; shrub
scarlet_browed_tanager,Forest,forest; shrub
yellow_backed_tanager,Forest,forest; woodland; shrub; artificial
guira_tanager,Forest,forest; woodland; shrub; artificial; riparian
rufous_headed_tanager,Forest,forest; woodland; shrub; artificial
swallow_tanager,Woodland,forest; woodland; shrub; riparian
purple_honeycreeper,Forest,forest; shrub; artificial; riparian
red_legged_honeycreeper,Forest,forest; woodland; shrub; riparian
short_billed_honeycreeper,Forest,forest
shining_honeycreeper,Forest,forest
scarlet_breasted_dacnis,Forest,forest; shrub
scarlet_thighed_dacnis,Forest,forest; woodland; shrub; artificial
blue_dacnis,Shrub,forest; woodland; shrub; riparian
yellow_bellied_dacnis,Forest,forest; woodland; riparian
turquoise_dacnis,Forest,forest
black_faced_dacnis,Forest,forest; shrub; artificial
yellow_tufted_dacnis,Forest,forest; artificial
viridian_dacnis,Forest,forest; shrub
black_legged_dacnis,Forest,forest; shrub; artificial
white_bellied_dacnis,Forest,forest; shrub; grasslands
many_colored_chaco_finch,Shrub,woodland; shrub; grasslands
black_throated_saltator,Shrub,shrub
orinocan_saltator,Forest,forest; woodland; shrub; artificial; riparian
green_winged_saltator,Woodland,forest; woodland; shrub; riparian
cinnamon_bellied_saltator,Forest,forest; shrub; artificial; riparian
olive_grey_saltator,Forest,forest; woodland; shrub; artificial; riparian
bluish_grey_saltator,Shrub,shrub; artificial; riparian
streaked_saltator,Shrub,forest; woodland; shrub; artificial
lesser_antillean_saltator,Forest,forest; woodland; coastal
buff_throated_saltator,Shrub,forest; woodland; shrub; artificial
black_winged_saltator,Forest,forest; woodland; shrub
black_headed_saltator,Shrub,forest; shrub; grasslands; artificial
black_cowled_saltator,Forest,forest; shrub; riparian
black_throated_grosbeak,Forest,forest
slate_colored_grosbeak,Forest,forest; shrub
masked_saltator,Forest,forest
thick_billed_saltator,Forest,forest; woodland
golden_billed_saltator,Woodland,woodland; shrub
bananaquit,Shrub,forest; woodland; shrub; artificial; coastal
yellow_faced_grassquit,Grassland,forest; shrub; grasslands; artificial
orangequit,Forest,forest; artificial
puerto_rican_bullfinch,Forest,forest; shrub; coastal
saint_kitts_bullfinch,Forest,forest
greater_antillean_bullfinch,Forest,forest; woodland; shrub; artificial
cuban_bullfinch,Forest,forest; woodland; shrub; riparian; coastal
grand_cayman_bullfinch,Woodland,forest; woodland; artificial; wetlands_lakes_marsh
yellow_shouldered_grassquit,Forest,forest; woodland; artificial
cuban_grassquit,Shrub,forest; shrub; artificial; coastal
barbados_bullfinch,Plains,woodland; shrub; grasslands; plains; artificial
lesser_antillean_bullfinch,Forest,forest; woodland; shrub; plains; artificial; coastal
saint_lucia_black_finch,Forest,forest
black_faced_grassquit,Grassland,woodland; shrub; grasslands; artificial
sooty_grassquit,Shrub,forest; woodland; shrub; artificial
dull_colored_grassquit,Shrub,woodland; shrub; artificial
green_warbler_finch,Grassland,grasslands
grey_warbler_finch,Shrub,shrub; coastal
vegetarian_finch,Forest,forest; shrub
cocos_finch,Shrub,forest; woodland; shrub; plains; coastal
mangrove_finch,Coastal,coastal
medium_tree_finch,Forest,forest; woodland; shrub
woodpecker_finch,Forest,forest
small_tree_finch,Forest,forest; shrub; artificial
large_tree_finch,Forest,forest
small_ground_finch,Shrub,forest; shrub
sharp_beaked_ground_finch,Shrub,forest; shrub
genovesa_ground_finch,Shrub,shrub
vampire_ground_finch,Shrub,forest; shrub
espanola_cactus_finch,Shrub,forest; shrub
genovesa_cactus_finch,Shrub,shrub
large_ground_finch,Shrub,shrub
common_cactus_finch,Shrub,forest; shrub
medium_ground_finch,Shrub,forest; shrub; artificial
blue_black_grassquit,Shrub,shrub; savannah; artificial
black_and_white_tanager,Forest,forest; woodland; shrub
cone_billed_tanager,Forest,forest; shrub; riparian
rufous_crested_tanager,Forest,forest; shrub
slaty_tanager,Forest,forest; shrub
grey_headed_tanager,Forest,forest; woodland; shrub; artificial; riparian; coastal
black_goggled_tanager,Forest,forest; woodland; shrub
inti_tanager,Forest,forest; bamboo
flame_crested_tanager,Forest,forest; woodland; shrub
white_shouldered_tanager,Forest,forest; shrub
yellow_crested_tanager,Forest,forest
pileated_finch,Woodland,woodland; shrub; riparian
red_crested_finch,Shrub,woodland; shrub; artificial
fulvous_crested_tanager,Forest,forest; shrub
tawny_crested_tanager,Shrub,forest; shrub
white_lined_tanager,Shrub,forest; shrub; artificial
red_shouldered_tanager,Woodland,woodland; shrub; rocky_areas
ruby_crowned_tanager,Woodland,woodland; shrub; artificial
crimson_breasted_finch,Forest,forest; woodland; shrub
white_winged_shrike_tanager,Forest,forest; riparian
fulvous_shrike_tanager,Forest,forest
black_throated_shrike_tanager,Forest,forest
white_throated_shrike_tanager,Forest,forest; shrub
crimson_collared_tanager,Shrub,forest; shrub; artificial; riparian
flame_rumped_tanager,Shrub,shrub; artificial
lemon_rumped_tanager,Shrub,forest; shrub; artificial
scarlet_rumped_tanager,Shrub,forest; shrub; grasslands; artificial; riparian
brazilian_tanager,Shrub,forest; woodland; shrub; artificial; coastal; wetlands_lakes_marsh
crimson_backed_tanager,Shrub,forest; shrub; artificial
masked_crimson_tanager,Forest,forest; shrub; riparian
huallaga_tanager,Shrub,forest; shrub; artificial; riparian
silver_beaked_tanager,Shrub,woodland; shrub; artificial; riparian
lessons_seedeater,Shrub,shrub; grasslands
lined_seedeater,Shrub,woodland; shrub; savannah
cinnamon_rumped_seedeater,Grassland,shrub; grasslands; artificial; wetlands_lakes_marsh
white_collared_seedeater,Grassland,savannah; grasslands; wetlands_lakes_marsh
black_seedeater,Shrub,shrub; artificial
black_breasted_seedeater,Shrub,shrub; grasslands; artificial
grey_seedeater,Shrub,woodland; shrub; savannah; grasslands; artificial; riparian
wing_barred_seedeater,Shrub,forest; shrub; grasslands; artificial; riparian; coastal
caqueta_seedeater,Riparian,forest; shrub; artificial; riparian
white_naped_seedeater,Forest,forest; woodland; savannah; rocky_areas; riparian
black_and_white_seedeater,Shrub,shrub; grasslands; artificial
double_collared_seedeater,Shrub,shrub; artificial
yellow_bellied_seedeater,Shrub,shrub; savannah; grasslands; artificial
duboiss_seedeater,Shrub,shrub; grasslands
thick_billed_seed_finch,Grassland,forest; shrub; grasslands; wetlands_lakes_marsh
chestnut_bellied_seed_finch,Shrub,forest; woodland; shrub
nicaraguan_seed_finch,Shrub,shrub; grasslands; artificial; wetlands_lakes_marsh
great_billed_seed_finch,Wetland,shrub; grasslands; riparian; wetlands_lakes_marsh
large_billed_seed_finch,Wetland,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
black_billed_seed_finch,Grassland,grasslands; rocky_areas; wetlands_lakes_marsh
slate_colored_seedeater,Forest,forest; bamboo; shrub; artificial
temmincks_seedeater,Woodland,forest; bamboo; woodland
buffy_fronted_seedeater,Forest,forest; bamboo; shrub
plumbeous_seedeater,Grassland,woodland; shrub; grasslands; riparian
tropeiro_seedeater,Grassland,shrub; grasslands
rusty_collared_seedeater,Grassland,shrub; grasslands; wetlands_lakes_marsh
white_throated_seedeater,Shrub,woodland; shrub
white_bellied_seedeater,Shrub,forest; shrub; riparian; wetlands_lakes_marsh
parrot_billed_seedeater,Shrub,shrub; artificial; riparian
chestnut_throated_seedeater,Shrub,shrub; grasslands; artificial
drab_seedeater,Shrub,shrub; artificial; riparian
chestnut_bellied_seedeater,Shrub,shrub; artificial; riparian; wetlands_lakes_marsh
ruddy_breasted_seedeater,Shrub,woodland; shrub; grasslands; artificial
copper_seedeater,Shrub,shrub; savannah; grasslands
black_and_tawny_seedeater,Grassland,shrub; grasslands
tawny_bellied_seedeater,Grassland,shrub; grasslands; wetlands_lakes_marsh
dark_throated_seedeater,Grassland,shrub; grasslands
ibera_seedeater,Grassland,grasslands; wetlands_lakes_marsh
pearly_bellied_seedeater,Shrub,shrub; savannah; grasslands
rufous_rumped_seedeater,Wetland,wetlands_lakes_marsh
chestnut_seedeater,Shrub,shrub; grasslands; wetlands_lakes_marsh
marsh_seedeater,Grassland,grasslands; wetlands_lakes_marsh
black_bellied_seedeater,Shrub,shrub; grasslands; wetlands_lakes_marsh
cinereous_finch,Shrub,woodland; shrub; desert
slender_billed_finch,Shrub,woodland; shrub; riparian
grey_hooded_tanager,Forest,forest; shrub
golden_bellied_tanager,Forest,forest
black_headed_hemispingus,Forest,forest; shrub
drab_hemispingus,Forest,forest; shrub
bolivian_warbling_finch,Woodland,forest; woodland; shrub
cinnamon_warbling_finch,Grassland,shrub; grasslands
black_and_rufous_warbling_finch,Savanna,shrub; savannah; wetlands_lakes_marsh
black_and_chestnut_warbling_finch,Shrub,forest; woodland; shrub; artificial
collared_warbling_finch,Shrub,shrub; desert; artificial
rufous_breasted_warbling_finch,Woodland,woodland; shrub
tucuman_mountain_finch,Woodland,woodland; shrub; riparian
cochabamba_mountain_finch,Woodland,woodland; shrub
slaty_backed_hemispingus,Forest,forest; bamboo; shrub; grasslands
rufous_browed_hemispingus,Forest,forest; bamboo; shrub
grey_capped_hemispingus,Forest,forest; bamboo
black_capped_hemispingus,Forest,forest; bamboo
white_browed_hemispingus,Forest,forest; bamboo
orange_browed_hemispingus,Forest,forest; bamboo; shrub
parodis_hemispingus,Forest,forest; bamboo
oleaginous_hemispingus,Forest,forest; shrub
black_eared_hemispingus,Forest,forest; bamboo; shrub
western_hemispingus,Forest,forest
piura_hemispingus,Forest,forest; bamboo; woodland
fulvous_headed_tanager,Forest,forest; woodland; shrub; artificial
buff_bellied_tanager,Shrub,shrub; riparian
orange_headed_tanager,Woodland,forest; woodland; shrub; artificial; riparian
chestnut_headed_tanager,Forest,forest; bamboo; shrub
rust_and_yellow_tanager,Shrub,forest; shrub
superciliaried_hemispingus,Forest,forest; woodland
rufous_chested_tanager,Shrub,forest; woodland; shrub
brown_flanked_tanager,Shrub,forest; shrub; artificial
bay_chested_warbling_finch,Forest,forest; woodland; shrub
long_tailed_reed_finch,Wetland,shrub; wetlands_lakes_marsh
white_rumped_tanager,Shrub,woodland; shrub; savannah; artificial
rufous_sided_warbling_finch,Shrub,shrub
chestnut_breasted_mountain_finch,Woodland,woodland; shrub
black_backed_bush_tanager,Woodland,woodland; shrub
pardusco,Forest,forest; woodland; shrub
buff_breasted_warbling_finch,Forest,forest
grey_breasted_warbling_finch,Riparian,forest; woodland; riparian
rusty_browed_warbling_finch,Woodland,woodland
plain_tailed_warbling_finch,Woodland,woodland; shrub
ringed_warbling_finch,Shrub,woodland; shrub
black_breasted_warbling_finch,Woodland,forest; woodland; shrub
three_striped_hemispingus,Forest,forest; shrub
black_capped_warbling_finch,Woodland,woodland; shrub
cinereous_warbling_finch,Woodland,woodland; shrub; grasslands
pearly_breasted_conebill,Riparian,forest; woodland; riparian
bicolored_conebill,Coastal,shrub; riparian; coastal
chestnut_vented_conebill,Woodland,forest; woodland; shrub; riparian
white_eared_conebill,Woodland,woodland; shrub; riparian
capped_conebill,Forest,forest
giant_conebill,Woodland,woodland
blue_backed_conebill,Forest,forest
white_browed_conebill,Forest,forest; shrub
tamarugo_conebill,Shrub,forest; shrub; artificial; riparian
rufous_browed_conebill,Forest,forest; woodland; shrub
cinereous_conebill,Shrub,woodland; shrub; artificial; riparian
stripe_tailed_yellow_finch,Grassland,shrub; savannah; grasslands
sulphur_throated_finch,Shrub,shrub; grasslands; desert
bright_rumped_yellow_finch,Grassland,grasslands; rocky_areas
saffron_finch,Shrub,woodland; shrub; savannah; artificial; riparian
orange_fronted_yellow_finch,Shrub,shrub; savannah; artificial; riparian
grassland_yellow_finch,Grassland,savannah; grasslands; artificial; coastal
citron_headed_yellow_finch,Shrub,shrub; grasslands; artificial
patagonian_yellow_finch,Grassland,shrub; grasslands
greenish_yellow_finch,Shrub,shrub; grasslands
monte_yellow_finch,Shrub,shrub
greater_yellow_finch,Grassland,grasslands; rocky_areas; artificial
