es_id,key,paper,source_sheet,bmp,treatment,control,response_var,species,species_key,species_group,analysis_class,response_metric,response_scale,survival_scale,link,baseline_survival,beta_is_derived,notes,species_include,treatment_control_flag,response_flag,sign,conversion,effect_metric,xbar_e,xbar_c,yi,sei,n_total,label_type,guild,fire_excluded_original,non_grassland_class,in_primary_pool,excluded_by
md_0947,9I8F9LQV,Shochat et al. 2005,mean_diff,prescribed_fire,Burned roadsides,Unburned roadsides,nest_success,all_species,all_species,aggregate,,nest_success,count,period_survival,,,,Estimate represents a beta coefficient,TRUE,apples,0,1,log hazard ratio from arm survival,log_hazard_ratio,-0.001,-0.0016,,,115,community,,FALSE,FALSE,TRUE,nest_hazard_scale
tc_0037,2W9S5HLE,Green et al. 1997,other_categorical,mow_towards_refugia,Fields mowed from the inside-out,Fields mowed from the outside-in,Proportion of chicks killed,corncrake,corncrake,species,facultative,nest_success,count,period_survival,,,,usable -- comparison of two groups and thus converts to effect size without issue; sample size estimated from the number of farms,TRUE,apples,0,1,test statistic,hedges_g,,,,,10,species,facultative_grassland,FALSE,FALSE,TRUE,nest_hazard_scale
tc_0038,2W9S5HLE,Green et al. 1997,other_categorical,mow_towards_refugia,Fields mowed from the inside-out,Fields mowed in strips,Proportion of chicks killed,corncrake,corncrake,species,facultative,nest_success,count,period_survival,,,,usable -- comparison of two groups and thus converts to effect size without issue; sample size estimated from the number of farms,TRUE,apples,0,1,test statistic,hedges_g,,,,,9,species,facultative_grassland,FALSE,FALSE,TRUE,nest_hazard_scale
tc_0052,ASXX3FVX,Robertson and Rendell 1990,other_categorical,install_nest_boxes,Nest boxes,Natural cavities,nest_success (1986),tree_swallow,tree_swallow,species,shrub,nest_success,count,period_survival,,,,usable -- comparison of two groups and thus converts to effect size without issue,FALSE,apples,0,1,test statistic,hedges_g,,,,,138,species,,FALSE,TRUE,FALSE,nest_hazard_scale
tc_0053,ASXX3FVX,Robertson and Rendell 1990,other_categorical,install_nest_boxes,Nest boxes,Natural cavities,nest_success (1987),tree_swallow,tree_swallow,species,shrub,nest_success,count,period_survival,,,,usable -- comparison of two groups and thus converts to effect size without issue,FALSE,apples,0,1,test statistic,hedges_g,,,,,119,species,,FALSE,TRUE,FALSE,nest_hazard_scale
tc_0041,H9PA8BNU,Kragten and de Snoo 2007,other_categorical,eliminate_pesticides,Organic farm,Conventional farm,nest_success (2005),northern_lapwing,northern_lapwing,species,obligate,nest_success,count,period_survival,,,,"usable -- d is distributed approximately as chi-squared, where df = 1",TRUE,apples,0,1,test statistic,hedges_g,,,,,125,species,obligate_grassland,FALSE,FALSE,TRUE,nest_hazard_scale
tc_0042,H9PA8BNU,Kragten and de Snoo 2007,other_categorical,eliminate_pesticides,Organic farm,Conventional farm,nest_success (2006),northern_lapwing,northern_lapwing,species,obligate,nest_success,count,period_survival,,,,"usable -- d is distributed approximately as chi-squared, where df = 1",TRUE,apples,0,1,test statistic,hedges_g,,,,,117,species,obligate_grassland,FALSE,FALSE,TRUE,nest_hazard_scale
bc_0081,2BZJQK83,Shave et al. 2018,beta_categorical,install_nest_boxes,Sites with kestrel nest boxes,Sites without kestrel nest boxes,abundance,frugivores,frugivores,guild,other,abundance,count,,,,,Double-check whether this is reasonable for install_nest_boxes (who is the target spp?); T: Target species was frugivores; Sample size obtained from data available online,TRUE,apples,1,1,regression coefficient,hedges_g,,,-0.7559700086563247,0.13056131160789092,250,species,,FALSE,FALSE,TRUE,response_flag
bc_0103,57RFAGS5,Howell et al. 2021,beta_categorical,edge_and_shrub_habitat,High edge density,No edge,Number of female chicks per female,northern_bobwhite,northern_bobwhite,species,facultative,nest_success,count,period_survival,identity,,,Number of female chicks per female,TRUE,apples,1,1,log hazard ratio from identity coefficient,log_hazard_ratio,,,,,308,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0512,4KV5TD3V,Korpimaki 1984,mean_diff,install_nest_boxes,nest boxes,natural cavities,number of fledglings,boreal_owl,boreal_owl,species,woodland,nest_success,count,period_survival,,,,Number of fledglings isn't really nest success; Not sure if this is a strong case for the install_nest_boxes bmp; Treatment is defined here as nest boxes,FALSE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,2.88,2.47,0.04238082105190743,0.2933790841540438,261,species,,FALSE,TRUE,FALSE,response_flag
md_0674,4RK5Q255,Martínez-Padilla and Fargallo 2008,mean_diff,install_nest_boxes,Sites with kestrel nest boxes,sites without kestrel nest boxes,abundance,eurasian_skylark,eurasian_skylark,species,facultative,abundance,count,,,,,"Sample size is questionable. Here, we defined it by the number of samples in high density kestrel sites",TRUE,apples,1,1,two group means,hedges_g,1.72,5.26,-4.803352738647706,1.1159593328016726,12,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0986,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,american_robin,american_robin,species,facultative,occupancy,count,,,,,"xbar_e outside of bounds, probably 0.67 (changed as such because occupancy bounds are 0 to 1)",TRUE,apples,1,1,two group means,hedges_g,0.67,0.8,-0.26683355461885566,0.26944724638566353,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_1078,5UK425N9,Powell and Busby 2013,mean_diff,prescribed_fire,Burned idle fields,Unburned idle fields,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,We should choose *either* species richness or shannon diversity,TRUE,apples,1,1,two group means,hedges_g,7.7,8.8,-0.43218116045023336,0.3596338833808404,30,community,,FALSE,FALSE,TRUE,response_flag
md_1079,5UK425N9,Powell and Busby 2013,mean_diff,prescribed_fire,Burned idle fields,Unburned idle fields,shannon diversity,all_species,all_species,aggregate,,species_richness,diversity,,,,,,TRUE,apples,1,1,two group means,hedges_g,1.8,1.8,0,0.3552794967601077,30,community,,FALSE,FALSE,TRUE,response_flag
md_0477,6L2Y9PFL,Herakovich et al. 2021,mean_diff,prescribed_fire,Sites burned that year,Sites not burned that year,detection frequency,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,At one point Amy asked to remove the year-of-burn ... should we?,TRUE,apples,1,1,two group means,hedges_g,0.38,0.1,1.0864574779593617,0.5094565502554949,18,species,obligate_grassland,TRUE,FALSE,TRUE,response_flag
md_0478,6L2Y9PFL,Herakovich et al. 2021,mean_diff,prescribed_fire,Sites burned that year,Sites not burned that year,detection frequency,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,TRUE,apples,1,1,two group means,hedges_g,0.98,0.93,0.8484483870235683,0.4967430022871581,18,species,obligate_grassland,TRUE,FALSE,TRUE,response_flag
md_0337,926Z83RQ,de Zwaan et al. 2024,mean_diff,edge_and_shrub_habitat,farms with woody features,farms without woody features,abundance,all_species,all_species,aggregate,,abundance,count,,,,,"653 study sites total contributed to the prediction, but this was based on a projection from proportion of LWF, so I divided it in half",TRUE,apples,1,1,two group means,hedges_g,8.7,7.557,0.02986109936097606,0.07818030348742773,653,community,,FALSE,FALSE,TRUE,response_flag
md_1265,AGDXXJXK,George et al. 2013,mean_diff,plant_nwsg,Native mixed grass prairie,Old world bluestem monoculture,density (birds/ha),northern_bobwhite,northern_bobwhite,species,facultative,abundance,count,,,,,Traced from plot,TRUE,apples,1,1,two group means,hedges_g,0.0594,0.0019289,1.1178311532958043,0.5797310631741205,12,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_1105,DJXGBKZP,Conover et al. 2011b,mean_diff,edge_and_shrub_habitat,Wide buffer adjacent to edge,Narrow buffer adjacent to edge,fledglings per successful nest,red_winged_blackbird,red_winged_blackbird,species,facultative,nest_success,count,period_survival,,,,"Productivity measure, not nest success",TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,2.49,2.3,0.02126590741685352,0.04204139691462619,61,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_1075,E2DZAQQ4,Perlut et al. 2008b,mean_diff,delay_hay,Late hay,Early hay,annual productivity (# female young/female/year),savannah_sparrow,savannah_sparrow,species,obligate,nest_success,count,period_survival,,,,"Productivity measure, not nest success",TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,1.4,0.65,-2.293459841574033,0.25179995761339513,441,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_1076,E2DZAQQ4,Perlut et al. 2008b,mean_diff,delay_hay,Late hay,Early hay,annual productivity (# female young/female/year),bobolink,bobolink,species,obligate,nest_success,count,period_survival,,,,,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,1.4,0.02,-0.08725421796085464,0.2562840509974684,203,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_1182,EF9SGNSA,Patten et al. 2006,mean_diff,edge_and_shrub_habitat,Distance to woody vegetation <= 21 m,Distance to woody vegetation > 21 m,Brood parasitism rate,dickcissel,dickcissel,species,obligate,nest_success,count,period_survival,,,,Consider whether this is an adequate proxy for nest success,TRUE,apples,1,-1,log hazard ratio from arm survival,log_hazard_ratio,29.06,8.89,-1.3050064854550336,0.5167221674894152,248,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_1183,EF9SGNSA,Patten et al. 2006,mean_diff,prescribed_fire,Burned,Unburned,Brood parasitism rate,eastern_meadowlark,eastern_meadowlark,species,obligate,nest_success,count,period_survival,,,,,TRUE,apples,1,-1,log hazard ratio from arm survival,log_hazard_ratio,7.54,2.99,-0.9487501088174636,0.4410504299400731,486,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_1184,EF9SGNSA,Patten et al. 2006,mean_diff,prescribed_fire,Burned,Unburned,Brood parasitism rate,red_winged_blackbird,red_winged_blackbird,species,facultative,nest_success,count,period_survival,,,,,TRUE,apples,1,-1,log hazard ratio from arm survival,log_hazard_ratio,27.27,2.6,-2.4921198230281627,0.9131821112843964,88,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0543,GE3868HZ,Lloyd and Martin 2005,mean_diff,plant_nwsg,Native NSWG prairie,CSG,clutch size,chestnut_collared_longspur,chestnut_collared_longspur,species,obligate,nest_success,count,period_survival,,,,Response not really nest success; Treatment is defined here as the NWSG prairie,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,4,4,-0,0.0084059339084541,214,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0872,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,Need to consider whether this represents edge and shrub; Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.92,0.21,1.0204988404734303,0.20912480313028983,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0873,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,blue_grosbeak,blue_grosbeak,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,1.1,1.03,0.1694480102695765,0.1968983032865176,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0874,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,brown_thrasher,brown_thrasher,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.95,-0.25,1.7471917306609013,0.23150012122848485,102,species,,FALSE,TRUE,FALSE,response_flag
md_0875,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,carolina_wren,carolina_wren,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,1.24,1.45,-0.6832559089224444,0.2022785662182017,102,species,,FALSE,TRUE,FALSE,response_flag
md_0876,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,eastern_towhee,eastern_towhee,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.71,0.72,-0.04315135665250085,0.19656378431628757,102,species,,FALSE,TRUE,FALSE,response_flag
md_0877,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,field_sparrow,field_sparrow,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.77,-0.98,7.0847267217853,0.5335485360658974,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0878,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,gray_catbird,gray_catbird,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.42,0.73,-0.4183555810584618,0.1987112016488484,102,species,,FALSE,TRUE,FALSE,response_flag
md_0879,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,indigo_bunting,indigo_bunting,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,1.78,1.66,0.9520206427761296,0.20753566680067648,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0880,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,northern_cardinal,northern_cardinal,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,1.54,1.52,0.12799551306605914,0.19674476296629104,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0881,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,painted_bunting,painted_bunting,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.88,0.04,0.9442036198470544,0.20736053643397945,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0882,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,prairie_warbler,prairie_warbler,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.85,0.3,0.787682674373468,0.20413129548057832,102,species,,FALSE,TRUE,FALSE,response_flag
md_0883,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,white_eyed_vireo,white_eyed_vireo,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.34,0.42,-0.19359729347497892,0.19700740777635511,102,species,,FALSE,TRUE,FALSE,response_flag
md_0884,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,yellow_breasted_chat,yellow_breasted_chat,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,1.22,0.77,2.551053488110215,0.2655739751987554,102,species,,FALSE,TRUE,FALSE,response_flag
md_0885,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,eastern_phoebe,eastern_phoebe,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.02,0.13,-0.15927050599679576,0.19685665383758263,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0886,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,hooded_warbler,hooded_warbler,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,-0.28,0.25,-0.6736865405732576,0.20212116660043175,102,species,,FALSE,TRUE,FALSE,response_flag
md_0887,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,northern_flicker,northern_flicker,species,forest,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.24,-0.24,0.6337811288400476,0.2014874835048484,102,species,,FALSE,TRUE,FALSE,response_flag
md_0888,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,orchard_oriole,orchard_oriole,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.7,0.17,1.0213402880879787,0.2091449386104312,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0889,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,red_headed_woodpecker,red_headed_woodpecker,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,-0.26,0.28,-0.808695235327158,0.20453365764332088,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0890,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,ruby_throated_hummingbird,ruby_throated_hummingbird,species,woodland,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,-0.04,0.18,-0.3163104343869942,0.19778434231788455,102,species,,FALSE,TRUE,FALSE,response_flag
md_0891,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,wild_turkey,wild_turkey,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.64,-0.08,1.0972880522552848,0.21102216889636624,102,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0892,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,yellow_billed_cuckoo,yellow_billed_cuckoo,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.71,0.64,0.25730994152046766,0.19736449698353828,102,species,,FALSE,TRUE,FALSE,response_flag
md_0893,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,yellow_throated_vireo,yellow_throated_vireo,species,woodland,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.04,-0.17,0.2721611238712132,0.1974621232472646,102,species,,FALSE,TRUE,FALSE,response_flag
md_0894,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,great_crested_flycatcher,great_crested_flycatcher,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.17,-0.49,1.1680351192718867,0.21287547619416997,102,species,,FALSE,TRUE,FALSE,response_flag
md_0895,GP94VHUQ,Riffell et al. 2015,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,summer_tanager,summer_tanager,species,woodland,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.24,-0.12,0.8608850692782416,0.2055751688423718,102,species,,FALSE,TRUE,FALSE,response_flag
md_0515,H9PA8BNU,Kragten and de Snoo 2007,mean_diff,eliminate_pesticides,Organic farm,Conventional farm,successful nests per 100 ha - 2005,northern_lapwing,northern_lapwing,species,obligate,nest_success,count,period_survival,,,,Response isn't really nest success (perhaps productivity instead),TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,3.3,2.8,0.04704110154928576,0.11948430014508926,125,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0516,H9PA8BNU,Kragten and de Snoo 2007,mean_diff,eliminate_pesticides,Organic farm,Conventional farm,successful nests per 100 ha - 2006,northern_lapwing,northern_lapwing,species,obligate,nest_success,count,period_survival,,,,Response isn't really nest success (perhaps productivity instead),TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,2.6,1.7,0.11012466417117528,0.11098764266094696,117,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0517,H9PA8BNU,Kragten and de Snoo 2007,mean_diff,eliminate_pesticides,Organic farm,Conventional farm,successful nests per breeding pair - 2005,northern_lapwing,northern_lapwing,species,obligate,nest_success,count,period_survival,,,,Response isn't really nest success (perhaps productivity instead),TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,0.26,0.35,-0.2493138269047479,0.4713334838581882,125,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0725,IXNBX5LG,Perlut et al. 2006,mean_diff,delay_hay,Late hayed field,early hayed field,number of offspring fledged per female,bobolink,bobolink,species,obligate,nest_success,count,period_survival,,,,Not really a nest_success metric (productivity); Sample size estimated based on the number of nests with a clutch completion date as provided in figure 1; number of nests/year and number of eggs/year are also provided,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,2.79,0.05,-0.17793065984721879,0.33429453930284203,152,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0726,IXNBX5LG,Perlut et al. 2006,mean_diff,delay_hay,Late hayed field,early hayed field,number of offspring fledged per female,savannah_sparrow,savannah_sparrow,species,obligate,nest_success,count,period_survival,,,,Sample size estimated based on the number of nests with a clutch completion date as provided in figure 1; number of nests/year and number of eggs/year are also provided,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,3.29,1.28,0.2441169883730605,0.0391900123876719,278,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0731,L2QEJV7P,Port and Schottler 2017,mean_diff,plant_nwsg,NWSG plot,CSG plot,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Treatment is defined here as the NWSG plot,TRUE,apples,1,1,two group means,hedges_g,9.7,7.14,3.940735696020957,1.505890215281851,4,community,,FALSE,FALSE,TRUE,response_flag
md_0713,L3NEIUFB,Monroe et al. 2016,mean_diff,plant_nwsg,Grazed mixed native pasture,grazed mixed exotic pasture,eggs per nest,dickcissel,dickcissel,species,obligate,nest_success,count,period_survival,,,,"We were not able to find the sample size per treatment ... we know that there were 208 nests and know something about the density distribution of nests, so maybe we can infer?",TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,4.52,4.37,,,,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0714,L3NEIUFB,Monroe et al. 2016,mean_diff,plant_nwsg,Grazed mixed native pasture,grazed mixed exotic pasture,fledglings per successful nest,dickcissel,dickcissel,species,obligate,nest_success,count,period_survival,,,,"We were not able to find the sample size per treatment ... we know that there were 208 nests and know something about the density distribution of nests, so maybe we can infer?",TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,3.22,4.2,-0.08048793327748949,0.01505247923982297,85,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0311,LNNCH8TG,Davis 2018,mean_diff,plant_nwsg,native field,planted field,eggs per nest,spragues_pipit,spragues_pipit,species,obligate,nest_success,count,period_survival,,,,Treatment is defined here as the native field,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,4.5,4.7,-0.01412175663960568,9.988612164230255e-4,189,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0312,LNNCH8TG,Davis 2018,mean_diff,plant_nwsg,native field,planted field,fledglings per nest,spragues_pipit,spragues_pipit,species,obligate,nest_success,count,period_survival,,,,Treatment is defined here as the native field; unsure if number fledged is all nests or only successful nests,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,1.2,0.9,-3.7371513020529994,0.21092445073423813,189,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0373,LU5JZP88,Giuliano and Daves 2002,mean_diff,plant_nwsg,NWSG,CSG,fledge_rate (number fledged/number eggs),all_species,all_species,aggregate,,nest_success,count,period_survival,identity,,,Treatment is defined as NWSG; sample size is the number of nests; Review: Two-way randomized block analysis of variance,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,0.7,0.48,0.7216421861057112,0.4909052309724858,168,community,,FALSE,FALSE,TRUE,response_flag
md_1077,LVS3NMPI,Perlut et al. 2011,mean_diff,delay_hay,Late hay,"Hayed before 2 June, then again 65 days later",Fledglings per female per year,bobolink,bobolink,species,obligate,nest_success,count,period_survival,,,,,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,3.37,2.83,0.05022831245638448,0.02724773959899703,164,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0479,QI6DHMSY,Holcomb et al. 2014,mean_diff,prescribed_fire,Patch-burn-graze sites,Traditional sites (summer-long grazing only),density (birds/ha),brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,"Review what is meant by traditional -- if traditional is burn, but not patch burn, this may be manage in patches",TRUE,apples,1,1,two group means,hedges_g,0.09,0.28,-2.782246919796319,1.1022073952454998,5,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_1186,RYCYMRRZ,Riddle and Moorman 2010,mean_diff,edge_and_shrub_habitat,Post-field border establishment,Pre-field border establishment,Proportion of brood parasitized nests,indigo_bunting_blue_grosbeak,indigo_bunting_blue_grosbeak,species,facultative,nest_success,count,period_survival,,,,Consider whether this is an adequate proxy for nest success,TRUE,apples,1,-1,log hazard ratio from arm survival,log_hazard_ratio,0.32,0.35,0.11064170334652468,0.49737668699801063,332,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
md_0322,SQ8ICKWV,Davis et al. 2016,mean_diff,plant_nwsg,native pasture,planted pasture,number of young fledged per nest,savannah_sparrow,savannah_sparrow,species,obligate,nest_success,count,period_survival,log,,,,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,1.3,0.6,-2.1402476569927265,0.6534992930950938,81,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0323,SQ8ICKWV,Davis et al. 2016,mean_diff,plant_nwsg,native pasture,hay,number of young fledged per nest,savannah_sparrow,savannah_sparrow,species,obligate,nest_success,count,period_survival,log,,,,TRUE,apples,1,1,log hazard ratio from arm survival,log_hazard_ratio,1.3,1,,,85,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
md_0964,XRV7BSRZ,Sutter and Brigham 1998,mean_diff,plant_nwsg,Native vegetation fields,Introduced vegetation fields,species evenness,all_species,all_species,aggregate,,species_richness,diversity,,,,,Evenness not comparable to species richness,TRUE,apples,1,1,two group means,hedges_g,0.95,0.93,1.0607849126717177,0.6185385796566482,10,community,,FALSE,FALSE,TRUE,response_flag
