es_id,key,paper,source_sheet,bmp,treatment,control,response_var,species,species_key,species_group,analysis_class,response_metric,response_scale,survival_scale,link,baseline_survival,beta_is_derived,notes,species_include,treatment_control_flag,response_flag,sign,conversion,effect_metric,xbar_e,xbar_c,yi,sei,n_total,label_type,guild,fire_excluded_original,non_grassland_class,in_primary_pool,excluded_by
md_0336,YXR6499E,Davis et al. 2020b,mean_diff,plant_nwsg,Native grassland,Exotic grassland,abundance,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,Maximum number of singing males per point count,TRUE,apples,1,1,two group means,hedges_g,0.1,0.3,-0.2094984501777916,0.1030995004479474,377,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
tc_0036,5LF5W5A9,Glass and Eichholz 2023,other_categorical,edge_and_shrub_habitat,Within 20m of edge,Elsewhere,Nest density,field_sparrow,field_sparrow,species,facultative,abundance,count,,,,,not usable -- > 2 groups thus cannot convert to effect size,TRUE,apples,1,1,test statistic,hedges_g,,,,,40,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
tc_0086,DNJ2A44M,Long et al. 2012,other_categorical,prescribed_fire,4-year burn sites,10-year burn sites,dsr,lark_sparrow,lark_sparrow,species,facultative,nest_success,count,daily_survival,logistic_exposure,,,this might be okay 4-yr vs. 10 yr.,TRUE,apples,1,1,log hazard ratio from odds ratio,log_hazard_ratio,,,0.3292249923326076,0.18247795436637249,,species,facultative_grassland,FALSE,FALSE,TRUE,response_flag
tc_0039,H9PA8BNU,Kragten and de Snoo 2007,other_categorical,eliminate_pesticides,Organic farm,Conventional farm,Territory density (2004),northern_lapwing,northern_lapwing,species,obligate,abundance,count,,,,,not usable -- cannot convert rank test to effect size,TRUE,apples,1,1,test statistic,hedges_g,,,,,20,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
tc_0040,H9PA8BNU,Kragten and de Snoo 2007,other_categorical,eliminate_pesticides,Organic farm,Conventional farm,Territory density (2005),northern_lapwing,northern_lapwing,species,obligate,abundance,count,,,,,not usable -- cannot convert rank test to effect size,TRUE,apples,1,1,test statistic,hedges_g,,,,,40,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
tc_0023,JQQJHBMK,Freemark and Kirk 2001,other_categorical,eliminate_pesticides,Organic farm,Conventional farm,abundance of each species across sites,all_species,all_species,aggregate,,abundance,count,,,,,not usable -- cannot convert rank test to effect size,TRUE,apples,1,1,test statistic,hedges_g,,,,,20,community,,FALSE,FALSE,TRUE,response_flag
tc_0024,JQQJHBMK,Freemark and Kirk 2001,other_categorical,eliminate_pesticides,Organic farm,Conventional farm,percentage of sites at which species occurred,all_species,all_species,aggregate,,occupancy,count,,,,,not usable -- cannot convert rank test to effect size,TRUE,apples,1,1,test statistic,hedges_g,,,,,20,community,,FALSE,FALSE,TRUE,response_flag
tc_0001,LGTIZWRQ,Aitken and Martin 2012,other_categorical,install_nest_boxes,1-year post-nest box installation,Pre-nest box installation,nest density,bird_and_mammal_species,bird_and_mammal_species,non_bird,other,abundance,count,,,,,usable -- converts to effect size without issue,TRUE,apples,1,1,test statistic,hedges_g,,,,,3,species,,FALSE,FALSE,TRUE,response_flag
tc_0016,XYR2I4ZX,Britschgi et al. 2006,other_categorical,delay_hay,Traditional plots,Intensive plots,number of nestings reaching 12 days of age,whinchat,whinchat,species,obligate,nest_success,count,period_survival,identity,,,"not usable -- cannot convert rank test to effect size; the text suggests that intensively managed fields have earlier hay dates, but they do not demonstrate this",TRUE,apples,1,1,test statistic,hedges_g,,,,,17,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
tc_0017,XYR2I4ZX,Britschgi et al. 2006,other_categorical,delay_hay,Traditional plots,Intensive plots,partial_brood_loss,whinchat,whinchat,species,obligate,nest_success,count,period_survival,identity,,,"could be usable -- the text suggests that intensively managed fields have earlier hay dates, but they do not demonstrate this",TRUE,apples,1,-1,test statistic,hedges_g,,,,,17,species,obligate_grassland,FALSE,FALSE,TRUE,response_flag
bc_0104,57RFAGS5,Howell et al. 2021,beta_categorical,edge_and_shrub_habitat,High edge density,No edge,survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,Abundance based on covey call count surveys,TRUE,apples,0,1,regression coefficient,hedges_g,,,0.1770477925698357,0.06780281550071204,872,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
bc_0105,57RFAGS5,Howell et al. 2021,beta_categorical,edge_and_shrub_habitat,High edge density,No edge,non-breeding season survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,Abundance based on covey call count surveys,TRUE,apples,0,1,regression coefficient,hedges_g,,,-0.2655716888547534,0.06796829233482811,872,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
bc_0106,57RFAGS5,Howell et al. 2021,beta_categorical,provide_overwintering_habitat,High edge density,No edge,non-breeding season survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,Abundance based on covey call count surveys,TRUE,apples,0,1,regression coefficient,hedges_g,,,-0.2655716888547534,0.06796829233482811,872,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
bc_0076,A4K99KR6,Massa et al. 2024,beta_categorical,delay_hay,Harvest delay,No harvest delay,occupancy,eastern_meadowlark,eastern_meadowlark,species,obligate,occupancy,count,,,,,,TRUE,apples,0,1,regression coefficient,hedges_g,0.23,,5.614344296191266,0.5871667402213328,57,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
bc_0077,A4K99KR6,Massa et al. 2024,beta_categorical,delay_hay,Harvest delay,No harvest delay,occupancy,grasshopper_sparrow,grasshopper_sparrow,species,obligate,occupancy,count,,,,,,TRUE,apples,0,1,regression coefficient,hedges_g,0.6,,6.2559836443274115,0.6415418276530633,57,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
bc_0036,TBUA95JI,Contreras et al. 2022,beta_categorical,eliminate_pesticides,Organic farm,Conventional farm,Occupancy in spring,carnivores,carnivores,guild,other,occupancy,count,,,,,Bayesian occupancy model; LCL/UCL here represents bayesian credible intervals at 95%,TRUE,apples,0,1,regression coefficient,hedges_g,,,-0.1930808050644637,0.1135828985387151,310,species,,FALSE,FALSE,TRUE,response_metric
bc_0037,TBUA95JI,Contreras et al. 2022,beta_categorical,eliminate_pesticides,Organic farm,Conventional farm,Occupancy in spring,insectivores,insectivores,guild,other,occupancy,count,,,,,Bayesian occupancy model; LCL/UCL here represents bayesian credible intervals at 95%,TRUE,apples,0,1,regression coefficient,hedges_g,,,0.1821431080296984,0.11355375532206652,310,species,,FALSE,FALSE,TRUE,response_metric
bc_0038,TBUA95JI,Contreras et al. 2022,beta_categorical,eliminate_pesticides,Organic farm,Conventional farm,Occupancy in summer,omnivores,omnivores,guild,other,occupancy,count,,,,,Bayesian occupancy model; LCL/UCL here represents bayesian credible intervals at 95%,TRUE,apples,0,1,regression coefficient,hedges_g,,,0.17335617286796784,0.1135315684851279,310,species,,FALSE,FALSE,TRUE,response_metric
md_0980,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,lazuli_bunting,lazuli_bunting,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.73,0.61,0.25960933466228453,0.26938189310478355,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0981,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,yellow_breasted_chat,yellow_breasted_chat,species,shrub,occupancy,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.67,0.71,-0.082576032032598,0.26833876913672733,54,species,,FALSE,TRUE,FALSE,response_metric
md_0982,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,brown_headed_cowbird,brown_headed_cowbird,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.92,0.92,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0983,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,song_sparrow,song_sparrow,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.69,0.64,0.08828352053266884,0.268355593301805,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0984,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,mourning_dove,mourning_dove,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.61,0.64,-0.05067811483397936,0.26826542502703005,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0985,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,house_wren,house_wren,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.27,0.29,-0.04570340650137652,0.26825715037681924,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0987,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,american_goldfinch,american_goldfinch,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.49,0.54,-0.08073578657495803,0.26833358399787327,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0988,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,eastern_kingbird,eastern_kingbird,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.55,0.56,-0.01669772902429758,0.26822591147658803,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0989,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,black_billed_magpie,black_billed_magpie,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.57,0.58,-0.01905709419906266,0.268227367519385,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0990,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,california_quail,california_quail,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.36,0.46,-0.1470419008700977,0.26859403453534386,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0991,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,ring_necked_pheasant,ring_necked_pheasant,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.59,0.63,-0.04575205879009641,0.26825722716737643,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0992,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,american_crow,american_crow,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.06,0.06,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0993,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,gray_catbird,gray_catbird,species,shrub,occupancy,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.14,0.15,-0.01903834028846865,0.26822735518811114,54,species,,FALSE,TRUE,FALSE,response_metric
md_0994,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,house_finch,house_finch,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.13,0.21,-0.13598672318364718,0.2685400971882741,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0995,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,bewicks_wren,bewicks_wren,species,shrub,occupancy,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.47,0.57,-0.09342786137556897,0.2683717195899301,54,species,,FALSE,TRUE,FALSE,response_metric
md_0996,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,western_meadowlark,western_meadowlark,species,obligate,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.35,0.47,-0.13415638036068248,0.26853157266058303,54,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
md_0997,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,western_kingbird,western_kingbird,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.29,0.39,-0.1325725720124982,0.2685242893375869,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0998,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,red_winged_blackbird,red_winged_blackbird,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.05,0.08,-0.12096112103743294,0.26847352883671716,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0999,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,northern_flicker,northern_flicker,species,forest,occupancy,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.3,0.38,-0.0792753867745204,0.2683295522203906,54,species,,FALSE,TRUE,FALSE,response_metric
md_1000,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,yellow_warbler,yellow_warbler,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.09,0.14,-0.0873041943919207,0.26835262669853005,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1001,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,warbling_vireo,warbling_vireo,species,shrub,occupancy,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.08,0.1,-0.04116126816230081,0.26825034105267015,54,species,,FALSE,TRUE,FALSE,response_metric
md_1002,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,wild_turkey,wild_turkey,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.06,0.06,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1003,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,spotted_towhee,spotted_towhee,species,shrub,occupancy,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.16,0.17,-0.01259396887645261,0.26822383668864846,54,species,,FALSE,TRUE,FALSE,response_metric
md_1004,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,common_yellowthroat,common_yellowthroat,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.02,0.02,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1005,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,eurasian_collared_dove,eurasian_collared_dove,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.09,0.1,-0.01834472973197725,0.2682269076456948,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1006,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,willow_flycatcher,willow_flycatcher,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.02,0.02,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1007,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,yellow_rumped_warbler,yellow_rumped_warbler,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.01,0.03,-0.13434637674587258,0.26853245217764765,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1008,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,european_starling,european_starling,species,other,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.03,0.03,0,0.2682210990487216,54,species,,FALSE,FALSE,TRUE,response_metric
md_1009,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,common_raven,common_raven,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.02,0.02,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1010,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,gray_flycatcher,gray_flycatcher,species,shrub,occupancy,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.02,0.03,-0.05702161929699704,0.2682772150834547,54,species,,FALSE,TRUE,FALSE,response_metric
md_1011,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,white_crowned_sparrow,white_crowned_sparrow,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.02,0.02,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1012,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,brewers_blackbird,brewers_blackbird,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.02,0.02,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1013,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,dark_eyed_junco,dark_eyed_junco,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.01,0.02,-0.07290332517429551,0.26831282109506394,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_1014,5SEWHNW8,Valente et al. 2019,mean_diff,remove_non_native_species,Removal of Russian olive,No removal of Russian olive,occupancy,says_phoebe,says_phoebe,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.02,0.02,0,0.2682210990487216,54,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0675,A4K99KR6,Massa et al. 2024,mean_diff,plant_nwsg,WSG hayfields,CSG hayfields,occupancy,eastern_meadowlark,eastern_meadowlark,species,obligate,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.46,0.3,0.33973672037592395,0.24177641986676487,97,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
md_0676,A4K99KR6,Massa et al. 2024,mean_diff,plant_nwsg,WSG hayfields,CSG hayfields,occupancy,grasshopper_sparrow,grasshopper_sparrow,species,obligate,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.84,0.73,0.3696095894084743,0.24200220058328312,97,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
md_0826,A9QQKZTZ,Raynor et al. 2017,mean_diff,remove_non_native_species,Treated shrub,Untreated shrub,community occupancy probability,all_species,all_species,aggregate,,occupancy,count,,,,,Occupancy estimate based on unmarked model,TRUE,apples,0,1,two group means,hedges_g,0.34,0.52,-0.6719285828150383,0.6813887791613431,6,community,,FALSE,FALSE,TRUE,response_metric
md_0827,A9QQKZTZ,Raynor et al. 2017,mean_diff,remove_non_native_species,Treated mid-canopy,Untreated mid-canopy,community occupancy probability,all_species,all_species,aggregate,,occupancy,count,,,,,Occupancy estimate based on unmarked model,TRUE,apples,0,1,two group means,hedges_g,0.22,0.17,0.35494558661770986,0.6611849444658299,6,community,,FALSE,FALSE,TRUE,response_metric
md_0828,A9QQKZTZ,Raynor et al. 2017,mean_diff,remove_non_native_species,Treated High-canopy,Untreated high-canopy,community occupancy probability,all_species,all_species,aggregate,,occupancy,count,,,,,Occupancy estimate based on unmarked model,TRUE,apples,0,1,two group means,hedges_g,0.61,0.46,1.1252751308776323,0.7295114872394445,6,community,,FALSE,FALSE,TRUE,response_metric
md_0310,BFQ2PFZ5,Coudrain et al. 2010,mean_diff,install_nest_boxes,Sites with nest boxes,Sites without nest boxes,occupancy,eurasian_wryneck,eurasian_wryneck,species,facultative,occupancy,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.949,0.203,1.5647477748389589,0.26560744487689736,151,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0368,DDEKX9E9,Gehlbach 1994,mean_diff,install_nest_boxes,nest box,natural nest,occupancy (%),eastern_screech_owl,eastern_screech_owl,species,woodland,occupancy,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,64.2,75.8,-0.6413217543604045,0.5889748913212361,10,species,,FALSE,TRUE,FALSE,response_metric
md_1071,FIB2A7IN,Perlut et al. 2008,mean_diff,delay_hay,Late hay,Early hay,male survival,savannah_sparrow,savannah_sparrow,species,obligate,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.78,0.64,0.23223215508630304,0.17807854918384544,128,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
md_1072,FIB2A7IN,Perlut et al. 2008,mean_diff,delay_hay,Late hay,Early hay,female survival,savannah_sparrow,savannah_sparrow,species,obligate,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.65,0.48,0.20417260162520495,0.16608567510093117,146,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
md_1073,FIB2A7IN,Perlut et al. 2008,mean_diff,delay_hay,Late hay,Early hay,male survival,bobolink,bobolink,species,obligate,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.63,0.43,0.3165473403075752,0.21126451718144615,92,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
md_1074,FIB2A7IN,Perlut et al. 2008,mean_diff,delay_hay,Late hay,Early hay,female survival,bobolink,bobolink,species,obligate,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.46,0.27,0.2138205531925421,0.1763401720636621,135,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
md_0388,JFJNVKAK,Grahmann et al. 2018,mean_diff,prescribed_fire,Patch-burn grazed fields,Grazed fields,survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,25,30.8,-0.18655829640958968,0.5752226629660935,4,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0389,JFJNVKAK,Grahmann et al. 2018,mean_diff,manage_in_patches,Patch-burn grazed fields,Grazed fields,survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,25,30.8,-0.18655829640958968,0.5752226629660935,4,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0948,JUHBU5DS,Sinnott et al. 2022,mean_diff,prescribed_fire,Native grass burned,Native grass idle,juvenile survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.227,-0.064,0.12631703479337864,0.0970528475062554,424,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0949,JUHBU5DS,Sinnott et al. 2022,mean_diff,prescribed_fire,Mixed grass burned,Mixed grass idle,juvenile survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,-0.279,0.126,-0.14831150834903778,0.09708953711095183,424,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0950,JUHBU5DS,Sinnott et al. 2022,mean_diff,plant_nwsg,Native grass burned,Mixed grass burned,juvenile survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.227,-0.279,0.20440876787872497,0.09720962668038494,424,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0951,JUHBU5DS,Sinnott et al. 2022,mean_diff,plant_nwsg,Native grass idle,Mixed grass idle,juvenile survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,-0.064,0.126,-0.07375468135403616,0.0969889374225426,424,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0952,JUHBU5DS,Sinnott et al. 2022,mean_diff,plant_nwsg,Native grass grazed,Mixed grass grazed,juvenile survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.126,0.214,-0.05637104133131734,0.0969751847653687,424,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
md_0953,JUHBU5DS,Sinnott et al. 2022,mean_diff,plant_nwsg,Native grass burned and grazed,Mixed grass burned and grazed,juvenile survival,northern_bobwhite,northern_bobwhite,species,facultative,survival,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.707,0.019,0.29392358225377563,0.09747982069974737,424,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
tc_0043,NH4RI28V,McMullen and Harms 2020,other_categorical,delay_hay,Late-hayed,Early-hayed,occupancy of focal species,obligate_grassland_species,obligate_grassland_species,guild,obligate,occupancy,count,,,,,"usable -- comparison of two groups and thus converts to effect size without issue; sample size estimated from the number of farms; not a great study design! all six sites received the same treatment in a given year (all were mowed early in 2013 or mowed late in 2014). focal species: bobolink, dickcissel, eastern meadowlark, grasshopper sparrow, henslow's sparrow, sedge wren",TRUE,apples,0,1,test statistic,hedges_g,,,0.6832074849567533,0.35506371588550334,32,species,obligate_grassland,FALSE,FALSE,TRUE,response_metric
tc_0020,XW7F4DWM,Fokkema et al. 2018,other_categorical,install_nest_boxes,Post-nest box removal,Pre-nest box removal,Fraction of breeding boxes occupied by dominant species,great_tit,great_tit,species,facultative,occupancy,count,,,,,usable -- comparison of two groups and thus converts to effect size without issue,TRUE,apples,0,1,test statistic,hedges_g,,,0.6833468573939111,0.09531077184720936,1589,species,facultative_grassland,FALSE,FALSE,TRUE,response_metric
bc_0009,4DES8R2Q,Conkling et al. 2018,beta_categorical,plant_nwsg,Multi-harvest NWSG (summer),multi-harvest monoculture NWSG (switchgrass; Summer),relative density (per 10ha),all_species,all_species,aggregate,,abundance,count,,,,,"Not sure that this qualifies as a test of plant nwsg; Obtained from supplemental information, table S4; I'm a little unclear on the sample size (might want to double-check)",TRUE,oranges,0,1,regression coefficient,hedges_g,,,3.383759723691216,0.7624160660328483,16,community,,FALSE,FALSE,TRUE,treatment_control_flag
bc_0010,4DES8R2Q,Conkling et al. 2018,beta_categorical,plant_nwsg,Multi-harvest NWSG (early winter),multi-harvest monoculture NWSG (switchgrass; early winter),relative density (per 10ha),all_species,all_species,aggregate,,abundance,count,,,,,"Obtained from supplemental information, table S4; I'm a little unclear on the sample size (might want to double-check)",TRUE,oranges,0,1,regression coefficient,hedges_g,,,-0.971859061499725,0.5029781436474282,16,community,,FALSE,FALSE,TRUE,treatment_control_flag
bc_0011,4DES8R2Q,Conkling et al. 2018,beta_categorical,plant_nwsg,Multi-harvest NWSG (late winter),multi-harvest monoculture NWSG (switchgrass; late winter),relative density (per 10ha),all_species,all_species,aggregate,,abundance,count,,,,,"Obtained from supplemental information, table S4; I'm a little unclear on the sample size (might want to double-check)",TRUE,oranges,0,1,regression coefficient,hedges_g,,,-2.1580524457518218,0.6074605115453161,16,community,,FALSE,FALSE,TRUE,treatment_control_flag
